country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
FRATNP,2014,1,short,3,8,11,2,2,1,1,3,11,20,26,49,86,134,217,322,548,918,1825,3777,9483,7508,13970,13366,18448,.,.
FRATNP,2014,1,short,3,9,0,0,0,0,0,2,7,6,9,19,25,54,122,174,265,409,637,1254,3095,2404,4664,4385,6733,.,.
FRATNP,2014,1,short,3,10,20,2,0,0,2,1,1,2,8,14,28,34,62,110,166,273,645,1644,6440,4234,11456,9381,26823,.,.
FRATNP,2014,1,short,3,11,6,3,3,1,3,4,4,7,13,25,43,93,184,353,568,1084,1894,3640,8443,6694,12421,11363,20254,.,.
FRATNP,2014,1,short,3,12,6,2,1,1,1,5,10,23,60,108,244,424,557,778,872,1073,1557,2442,5233,4127,7747,7182,11933,.,.
FRATNP,2014,1,short,3,13,0,1,0,0,0,1,0,2,3,3,12,20,29,45,74,131,275,595,1561,1186,2414,2192,4051,.,.
FRATNP,2014,1,short,3,14,3,0,0,0,0,1,1,2,5,8,10,22,42,69,114,242,528,1306,4265,3181,6730,6079,11550,.,.
FRATNP,2014,1,short,3,15,3272,15,7,4,4,5,9,12,15,14,12,22,36,37,26,19,17,33,45,40,56,56,55,.,.
FRATNP,2014,1,short,3,16,97,59,15,38,221,427,489,518,546,645,762,771,764,768,814,1064,1783,3109,8389,6357,13007,11932,20966,.,.
FRATNP,2015,1,short,3,0,3977,186,91,108,354,589,722,902,1195,1868,3064,4778,7907,11444,15293,22070,35060,62847,151086,116796,226599,208210,339303,.,.
FRATNP,2015,1,short,3,1,72,9,0,1,3,5,5,12,20,34,75,101,122,167,214,344,647,1362,3622,2792,5452,5109,7552,.,.
FRATNP,2015,1,short,3,2,31,32,34,26,39,61,93,158,253,446,1016,2027,3979,5980,8061,10897,14618,20906,32828,29519,40114,39039,46699,.,.
FRATNP,2015,1,short,3,3,23,5,3,2,3,4,4,6,3,2,8,11,17,24,38,60,106,232,682,471,1146,1022,1910,.,.
FRATNP,2015,1,short,3,4,63,13,7,5,5,7,11,18,20,45,72,115,221,298,485,733,1240,2478,6250,4783,9481,8337,16492,.,.
FRATNP,2015,1,short,3,5,0,2,0,0,1,7,18,39,72,105,148,219,280,306,316,389,977,2379,8349,5731,14113,12932,21353,.,.
FRATNP,2015,1,short,3,6,112,19,9,13,20,31,28,37,48,66,110,142,222,315,499,926,2052,4347,10745,8802,15023,14549,17924,.,.
FRATNP,2015,1,short,3,7,37,8,3,6,8,20,20,59,93,222,370,631,956,1497,2073,3297,5881,12561,37382,26826,60627,54671,97130,.,.
FRATNP,2015,1,short,3,8,26,2,2,1,4,5,11,14,25,49,83,135,233,341,483,935,1847,3807,9514,7437,14086,13162,19747,.,.
FRATNP,2015,1,short,3,9,0,0,0,1,0,2,1,4,8,24,35,49,114,180,272,423,603,1237,3087,2424,4548,4270,6250,.,.
FRATNP,2015,1,short,3,10,17,5,1,2,2,2,2,5,6,12,21,34,72,119,202,363,800,2034,7828,4970,14123,11910,27689,.,.
FRATNP,2015,1,short,3,11,3,5,2,2,5,3,8,9,19,22,42,97,198,378,636,1123,2036,3841,9570,7217,14750,13135,24651,.,.
FRATNP,2015,1,short,3,12,43,2,2,2,3,4,15,19,51,126,240,368,591,823,900,994,1506,2268,5607,4503,8036,7315,12456,.,.
FRATNP,2015,1,short,3,13,0,1,1,0,1,1,2,2,4,9,15,21,34,56,85,147,287,561,1629,1240,2484,2274,3776,.,.
FRATNP,2015,1,short,3,14,9,0,0,0,1,1,1,6,5,6,10,23,33,80,121,261,559,1427,4676,3237,7843,7119,12282,.,.
FRATNP,2015,1,short,3,15,3453,21,7,7,11,9,12,9,14,15,20,25,34,41,29,29,27,44,63,52,88,74,174,.,.
FRATNP,2015,1,short,3,16,89,64,22,41,248,427,491,505,553,684,799,780,801,840,879,1149,1874,3363,9255,6790,14683,13291,23219,.,.
FRATNP,2000,2,short,3,0,3934,228,110,128,291,341,342,565,873,1359,2103,2787,3880,5523,8590,14432,26233,49910,141686,101765,211087,183112,314083,.,.
FRATNP,2000,2,short,3,1,128,13,4,4,5,4,10,33,41,30,43,40,69,110,167,330,592,1094,2949,2143,4351,3738,6607,.,.
FRATNP,2000,2,short,3,2,36,46,28,26,37,44,76,152,344,639,1073,1525,2248,2971,4178,5853,8023,11342,18108,16135,21539,20551,25179,.,.
FRATNP,2000,2,short,3,3,30,7,4,3,1,3,3,3,3,7,10,13,17,20,42,67,124,242,839,569,1308,1121,1997,.,.
FRATNP,2000,2,short,3,4,95,14,7,8,7,11,7,9,13,17,35,59,98,180,372,673,1279,2503,7237,4915,11272,9493,17823,.,.
FRATNP,2000,2,short,3,5,3,0,0,1,2,4,6,14,30,51,52,74,72,84,138,254,738,2016,8580,5380,14142,11958,22184,.,.
FRATNP,2000,2,short,3,6,181,21,12,7,12,16,11,18,32,46,69,80,105,227,368,716,1570,2853,6107,5083,7887,7552,9120,.,.
FRATNP,2000,2,short,3,7,74,9,2,7,10,12,17,28,35,76,130,211,315,580,1216,2622,5866,13056,43831,30065,67762,57681,104877,.,.
FRATNP,2000,2,short,3,8,45,2,1,3,2,4,10,26,35,49,82,92,145,228,473,1118,2586,5598,15654,11866,22241,20200,29756,.,.
FRATNP,2000,2,short,3,9,0,1,0,1,1,3,2,8,11,15,30,29,40,73,128,270,574,1302,4570,3221,6916,5920,10584,.,.
FRATNP,2000,2,short,3,10,33,5,1,1,1,4,4,5,8,13,14,21,24,61,97,242,644,1705,8525,4912,14808,11819,25812,.,.
FRATNP,2000,2,short,3,11,9,4,0,4,6,6,6,8,15,21,36,53,68,133,272,483,920,1822,4978,3524,7507,6309,11916,.,.
FRATNP,2000,2,short,3,12,33,2,0,3,3,2,8,24,42,103,161,223,276,368,461,668,1150,2051,6054,4261,9171,7937,13713,.,.
FRATNP,2000,2,short,3,13,3,2,1,0,2,2,2,3,6,4,14,16,24,43,81,180,450,931,3158,2094,5006,4313,7555,.,.
FRATNP,2000,2,short,3,14,6,0,0,0,1,2,7,14,10,13,10,14,24,42,99,187,392,830,2535,1795,3822,3400,5375,.,.
FRATNP,2000,2,short,3,15,3120,24,12,9,8,10,5,11,9,10,10,19,20,21,14,25,22,44,70,61,85,80,100,.,.
FRATNP,2000,2,short,3,16,140,78,39,53,193,213,168,207,239,265,332,320,333,382,484,743,1304,2522,8492,5742,13271,11041,21485,.,.
FRATNP,2001,2,short,3,0,4009,237,94,127,296,346,383,512,873,1368,2087,2765,3918,5518,8387,14191,25575,47860,144701,101667,209584,180605,314010,.,.
FRATNP,2001,2,short,3,1,98,15,3,4,4,5,8,28,53,40,33,34,57,92,158,326,583,1016,2906,2178,4004,3561,5602,.,.
FRATNP,2001,2,short,3,2,32,37,27,24,38,48,81,139,320,587,1044,1506,2241,3027,4214,6005,7961,11146,18373,16093,21811,20839,25311,.,.
FRATNP,2001,2,short,3,3,35,12,1,4,1,2,2,3,5,8,8,11,14,23,32,64,127,214,860,575,1291,1090,2015,.,.
FRATNP,2001,2,short,3,4,104,10,5,5,7,8,8,8,12,21,42,65,106,190,336,652,1235,2371,7751,5082,11775,9684,19312,.,.
FRATNP,2001,2,short,3,5,0,2,1,1,1,2,8,13,30,38,69,76,90,77,127,268,717,1798,9141,5530,14586,12073,23644,.,.
FRATNP,2001,2,short,3,6,161,21,6,15,20,14,25,28,50,52,61,93,136,192,311,666,1611,3053,6780,5779,8290,7763,10188,.,.
FRATNP,2001,2,short,3,7,72,5,2,6,12,12,16,23,47,86,134,195,321,622,1194,2587,5768,12279,45068,30051,67709,57699,103782,.,.
FRATNP,2001,2,short,3,8,20,0,2,3,4,5,10,15,30,56,73,104,140,242,448,1018,2483,5411,15772,11596,22070,19959,29675,.,.
FRATNP,2001,2,short,3,9,3,0,1,1,1,2,2,6,7,17,30,24,37,68,130,280,603,1232,4747,3128,7188,6065,11235,.,.
FRATNP,2001,2,short,3,10,20,5,0,1,3,1,4,5,5,9,12,12,17,33,86,175,473,1333,7375,4130,12269,9552,22058,.,.
FRATNP,2001,2,short,3,11,20,5,2,1,3,6,6,9,12,19,37,42,63,116,223,448,881,1525,4916,3501,7050,5769,11664,.,.
FRATNP,2001,2,short,3,12,58,1,1,5,4,3,7,16,48,116,176,235,271,351,447,632,1096,2036,6298,4340,9252,7948,13949,.,.
FRATNP,2001,2,short,3,13,0,1,0,1,3,3,4,3,4,5,9,12,25,43,99,182,424,872,3064,1987,4688,3968,7284,.,.
FRATNP,2001,2,short,3,14,6,1,1,0,2,4,4,8,12,13,15,16,30,47,111,159,367,916,2919,2006,4294,3549,6982,.,.
FRATNP,2001,2,short,3,15,3257,33,4,10,15,10,11,13,8,3,13,16,26,15,14,21,21,43,51,54,47,29,111,.,.
FRATNP,2001,2,short,3,16,124,90,38,47,178,222,187,198,227,297,330,322,343,381,456,709,1228,2613,8678,5638,13261,11057,21201,.,.
FRATNP,2002,2,short,3,0,3732,206,110,120,263,337,374,479,812,1395,2098,2844,3869,5364,8344,13790,25511,48143,149919,103644,210740,181652,313461,.,.
FRATNP,2002,2,short,3,1,100,12,1,2,6,5,12,19,33,44,38,42,64,103,171,312,577,1066,2916,2194,3865,3402,5501,.,.
FRATNP,2002,2,short,3,2,54,26,37,31,37,59,62,138,301,653,1081,1595,2213,2949,4114,5784,8198,11440,18664,16251,21835,20875,25225,.,.
FRATNP,2002,2,short,3,3,29,15,2,3,5,3,4,4,4,6,8,10,14,22,27,61,114,253,784,508,1147,951,1839,.,.
FRATNP,2002,2,short,3,4,77,14,6,6,10,10,9,7,15,24,35,55,103,182,354,674,1300,2452,8040,5231,11732,9555,19420,.,.
FRATNP,2002,2,short,3,5,0,2,1,1,2,3,8,12,22,43,65,69,93,94,121,252,657,1871,9703,5779,14860,12355,23706,.,.
FRATNP,2002,2,short,3,6,160,25,10,11,15,23,21,23,36,39,66,77,121,215,392,719,1604,3320,7647,6310,9404,8978,10911,.,.
FRATNP,2002,2,short,3,7,77,10,2,5,10,19,17,22,55,87,141,194,309,532,1150,2354,5489,12042,46662,30291,68179,57652,105353,.,.
FRATNP,2002,2,short,3,8,14,2,1,2,5,5,13,15,32,52,84,100,128,218,462,931,2385,4942,15640,11345,21285,19291,28325,.,.
FRATNP,2002,2,short,3,9,3,0,0,0,1,1,3,5,8,15,30,35,43,65,123,268,575,1164,4505,2945,6557,5612,9893,.,.
FRATNP,2002,2,short,3,10,23,4,1,2,3,3,4,4,4,10,7,14,31,42,85,207,570,1469,8242,4599,13032,10121,23310,.,.
FRATNP,2002,2,short,3,11,26,3,1,2,4,4,8,7,9,17,30,49,64,115,209,455,860,1680,5167,3488,7374,6218,11458,.,.
FRATNP,2002,2,short,3,12,34,7,3,1,2,4,4,13,51,105,167,244,290,304,462,657,1119,2149,6358,4428,8896,7706,13099,.,.
FRATNP,2002,2,short,3,13,6,0,2,3,2,2,3,2,2,7,11,15,23,53,74,193,420,907,3211,2183,4563,3927,6808,.,.
FRATNP,2002,2,short,3,14,3,1,0,0,1,4,9,15,13,9,12,11,25,50,103,203,392,910,3129,2169,4390,3715,6777,.,.
FRATNP,2002,2,short,3,15,2987,18,6,4,8,11,6,7,8,8,11,13,21,23,18,25,27,29,50,39,64,60,76,.,.
FRATNP,2002,2,short,3,16,140,69,36,48,151,180,194,187,216,276,311,321,325,397,480,695,1222,2449,9201,5885,13559,11236,21760,.,.
FRATNP,2003,2,short,3,0,3578,220,100,100,222,296,349,494,809,1325,2071,2925,3841,5417,8302,13963,25627,50279,160880,106783,223246,190798,336942,.,.
FRATNP,2003,2,short,3,1,86,14,2,2,5,5,7,18,37,51,38,44,64,104,172,318,673,1138,3451,2413,4648,4027,6822,.,.
FRATNP,2003,2,short,3,2,38,43,30,30,39,48,86,156,329,599,1089,1605,2183,2986,4144,5749,8001,11464,18845,16130,21976,20952,25562,.,.
FRATNP,2003,2,short,3,3,18,12,1,2,2,4,4,3,5,6,10,13,15,22,39,72,124,253,909,539,1335,1061,2294,.,.
FRATNP,2003,2,short,3,4,89,11,2,5,4,12,8,9,10,26,51,75,112,167,373,717,1420,2771,10183,6216,14757,11980,24488,.,.
FRATNP,2003,2,short,3,5,0,0,1,2,2,6,8,9,19,38,65,94,88,93,137,284,711,1914,10661,6037,15993,13092,26158,.,.
FRATNP,2003,2,short,3,6,154,18,11,13,16,20,19,22,38,47,64,93,128,187,383,771,1769,3796,9188,7414,11233,10569,13558,.,.
FRATNP,2003,2,short,3,7,56,12,6,4,7,6,18,29,47,75,139,196,315,569,1092,2357,5284,12399,48963,30291,70488,59050,110567,.,.
FRATNP,2003,2,short,3,8,24,2,4,1,1,5,13,14,21,54,70,91,139,222,431,992,2321,5133,16014,11567,21140,19144,28132,.,.
FRATNP,2003,2,short,3,9,0,0,0,1,2,1,4,6,10,19,22,29,39,69,96,262,485,1211,4562,2931,6442,5489,9784,.,.
FRATNP,2003,2,short,3,10,38,5,1,2,2,2,1,4,4,10,12,17,28,45,100,223,549,1609,8877,4608,13799,10608,24982,.,.
FRATNP,2003,2,short,3,11,15,6,0,0,3,7,3,6,12,12,28,49,74,115,219,465,931,1835,5856,3783,8246,6904,12948,.,.
FRATNP,2003,2,short,3,12,6,5,1,3,3,3,7,12,39,95,163,236,254,342,463,664,1146,2081,6531,4365,9028,7743,13529,.,.
FRATNP,2003,2,short,3,13,3,2,1,2,1,3,2,5,8,5,8,15,24,51,82,171,418,914,3338,2024,4853,4054,7650,.,.
FRATNP,2003,2,short,3,14,3,2,1,0,1,3,3,13,9,12,11,16,18,50,95,198,449,984,3346,2190,4679,4113,6663,.,.
FRATNP,2003,2,short,3,15,2935,25,8,4,11,8,15,10,10,11,14,21,26,23,15,18,19,31,37,26,50,39,87,.,.
FRATNP,2003,2,short,3,16,115,64,30,30,125,163,151,178,207,264,287,330,337,371,461,701,1325,2746,10119,6249,14581,11972,23719,.,.
FRATNP,2004,2,short,3,0,3611,169,85,99,224,284,318,465,773,1287,1957,2845,3728,5267,7606,12758,22686,45370,140267,90370,191445,163047,288824,.,.
FRATNP,2004,2,short,3,1,71,16,4,1,4,5,9,14,37,41,46,40,68,87,147,253,492,995,2714,1879,3571,3092,5213,.,.
FRATNP,2004,2,short,3,2,50,27,33,26,37,35,70,146,301,595,1020,1598,2186,3080,3962,5660,7617,11341,18307,15558,21127,20339,23830,.,.
FRATNP,2004,2,short,3,3,15,7,1,2,4,2,3,4,3,6,12,12,12,23,24,49,92,227,791,453,1138,922,1875,.,.
FRATNP,2004,2,short,3,4,106,7,2,9,11,9,10,9,13,17,49,62,105,166,308,608,1141,2235,7337,4514,10232,8198,17210,.,.
FRATNP,2004,2,short,3,5,0,0,0,1,1,5,6,11,29,39,63,67,77,84,124,208,574,1544,8614,4354,12982,10599,21154,.,.
FRATNP,2004,2,short,3,6,188,16,4,7,15,22,15,20,30,47,57,78,109,179,320,648,1503,3386,8622,6552,10745,10147,12797,.,.
FRATNP,2004,2,short,3,7,56,10,7,4,7,14,17,19,37,73,127,182,269,513,983,2104,4708,11379,43690,26083,61749,51239,97787,.,.
FRATNP,2004,2,short,3,8,12,1,1,1,4,3,5,21,30,48,68,102,128,173,382,843,2062,4574,14302,9591,19135,16877,26877,.,.
FRATNP,2004,2,short,3,9,9,0,0,1,2,3,2,4,10,16,22,32,43,49,96,211,482,1033,3965,2316,5656,4780,8660,.,.
FRATNP,2004,2,short,3,10,21,2,1,0,2,1,0,3,8,7,8,19,23,41,60,159,416,1205,6820,3239,10492,7962,19168,.,.
FRATNP,2004,2,short,3,11,3,3,1,4,1,3,5,4,8,21,29,41,73,102,212,443,842,1560,5098,3300,6943,5557,11694,.,.
FRATNP,2004,2,short,3,12,50,2,2,2,1,2,7,11,35,82,130,232,235,331,406,607,1006,1991,6037,3923,8205,7215,11598,.,.
FRATNP,2004,2,short,3,13,0,0,0,3,1,1,2,5,4,8,10,11,20,36,78,144,334,735,2866,1720,4043,3331,6481,.,.
FRATNP,2004,2,short,3,14,9,0,0,1,3,4,7,13,11,7,8,17,24,43,94,182,375,885,3001,1967,4062,3473,6082,.,.
FRATNP,2004,2,short,3,15,2914,25,5,8,10,9,10,11,12,11,9,16,25,16,19,18,26,32,46,36,56,52,69,.,.
FRATNP,2004,2,short,3,16,109,54,23,32,121,164,150,171,205,267,298,335,330,343,391,621,1017,2247,8056,4885,11309,9262,18327,.,.
FRATNP,2005,2,short,3,0,3243,183,84,89,213,286,313,454,749,1199,1974,2780,3693,5234,7615,12566,22919,46771,142115,88454,201908,169925,305316,.,.
FRATNP,2005,2,short,3,1,83,13,6,2,3,5,9,15,32,34,37,45,56,86,150,279,519,1035,2754,1775,3843,3326,5515,.,.
FRATNP,2005,2,short,3,2,23,34,31,25,35,45,71,155,298,568,1035,1559,2138,2981,4039,5566,7885,11439,18234,15500,21279,20345,24300,.,.
FRATNP,2005,2,short,3,3,14,3,2,1,3,2,2,3,4,4,10,10,15,18,33,68,112,224,773,443,1141,881,1981,.,.
FRATNP,2005,2,short,3,4,69,16,3,6,8,7,9,9,14,23,32,62,98,152,305,589,1126,2284,7289,4406,10501,8355,17439,.,.
FRATNP,2005,2,short,3,5,0,1,0,1,2,5,6,11,23,33,62,91,95,106,125,221,555,1597,8693,4286,13605,10557,23459,.,.
FRATNP,2005,2,short,3,6,146,13,8,6,16,17,21,20,36,41,60,86,120,197,314,639,1578,3871,9617,7029,12501,11558,15549,.,.
FRATNP,2005,2,short,3,7,54,9,2,4,14,9,23,23,39,77,132,186,273,471,953,1983,4584,11490,43623,24675,64738,53095,102380,.,.
FRATNP,2005,2,short,3,8,3,2,0,1,2,9,2,13,25,46,67,93,126,206,359,840,1948,4572,13716,9177,18774,16756,25297,.,.
FRATNP,2005,2,short,3,9,3,2,0,1,1,1,5,8,9,16,21,25,40,59,101,199,426,1026,3892,2305,5660,4695,8778,.,.
FRATNP,2005,2,short,3,10,31,5,2,1,1,1,2,6,5,8,14,13,28,50,76,174,485,1523,8499,3848,13682,10306,24598,.,.
FRATNP,2005,2,short,3,11,9,2,2,4,2,5,7,7,9,16,31,51,65,122,208,457,860,1675,5430,3363,7733,6409,12014,.,.
FRATNP,2005,2,short,3,12,40,6,2,2,2,7,5,15,39,77,142,208,252,310,357,614,1017,2003,5789,3566,8267,6960,12493,.,.
FRATNP,2005,2,short,3,13,0,1,1,1,3,2,2,4,5,5,10,15,19,36,68,143,340,766,2640,1565,3837,3041,6408,.,.
FRATNP,2005,2,short,3,14,9,1,0,1,1,1,7,8,12,6,10,13,28,35,79,185,398,936,3198,2103,4418,3750,6577,.,.
FRATNP,2005,2,short,3,15,2694,16,2,5,9,9,6,9,10,10,15,16,24,19,16,24,28,42,36,28,46,53,26,.,.
FRATNP,2005,2,short,3,16,66,59,24,28,113,161,134,147,192,235,295,306,317,386,432,584,1058,2290,7932,4386,11883,9837,18500,.,.
FRATNP,2006,2,short,3,0,3325,184,84,87,209,282,289,427,738,1164,1923,2832,3695,5166,7465,12191,21956,44117,128698,81180,197955,166240,285066,.,.
FRATNP,2006,2,short,3,1,59,13,6,2,4,7,6,12,31,37,40,43,56,95,155,241,483,930,2555,1652,3871,3377,5228,.,.
FRATNP,2006,2,short,3,2,38,33,22,23,29,42,68,133,304,559,1015,1606,2182,2997,4011,5510,7726,11230,17455,14902,21175,20493,23050,.,.
FRATNP,2006,2,short,3,3,9,10,4,4,1,4,1,4,3,8,7,12,15,17,32,42,109,242,759,448,1213,925,2003,.,.
FRATNP,2006,2,short,3,4,79,14,7,4,7,11,10,15,11,19,42,70,91,142,276,569,1055,2161,6648,3964,10560,8391,16515,.,.
FRATNP,2006,2,short,3,5,0,0,0,1,2,6,4,12,19,40,56,73,80,93,122,213,528,1560,7731,3769,13506,10542,21645,.,.
FRATNP,2006,2,short,3,6,135,16,12,6,14,20,15,21,33,46,66,98,129,215,305,708,1544,3672,9657,7194,13247,12289,15880,.,.
FRATNP,2006,2,short,3,7,32,9,2,4,13,14,15,24,39,71,129,194,268,462,873,1919,4336,10698,39682,22545,64658,52624,97709,.,.
FRATNP,2006,2,short,3,8,0,1,1,1,2,6,7,13,27,42,65,97,117,200,357,771,1888,4265,12296,8038,18502,16224,24760,.,.
FRATNP,2006,2,short,3,9,0,0,1,0,1,2,3,4,9,15,25,24,40,54,91,184,404,949,3415,1966,5528,4548,8221,.,.
FRATNP,2006,2,short,3,10,18,4,0,1,2,6,4,3,5,12,17,21,23,31,59,139,419,1120,5944,2745,10607,7833,18225,.,.
FRATNP,2006,2,short,3,11,23,2,2,1,4,5,5,4,9,8,29,40,54,115,214,377,775,1544,4644,2914,7166,5986,10407,.,.
FRATNP,2006,2,short,3,12,21,3,2,2,4,3,7,14,27,71,122,194,255,310,378,575,967,1943,5479,3575,8254,6937,11873,.,.
FRATNP,2006,2,short,3,13,3,2,1,2,1,2,4,3,4,6,7,12,22,34,76,166,270,758,2462,1400,4009,3143,6389,.,.
FRATNP,2006,2,short,3,14,0,2,0,0,1,3,10,8,13,7,6,16,24,52,77,163,413,937,2870,1868,4330,3723,5998,.,.
FRATNP,2006,2,short,3,15,2806,32,6,8,10,7,6,8,6,8,14,21,17,19,18,16,32,27,29,35,21,29,0,.,.
FRATNP,2006,2,short,3,16,103,46,20,28,116,144,125,148,198,215,283,311,322,331,420,600,1006,2083,7072,4166,11307,9175,17162,.,.
FRATNP,2007,2,short,3,0,3118,169,90,86,186,251,310,400,680,1142,1859,2727,3722,5097,7246,11857,21272,43045,124733,81545,201919,166690,284363,.,.
FRATNP,2007,2,short,3,1,58,6,3,2,5,5,9,15,20,37,40,53,60,75,118,261,489,904,2491,1703,3900,3311,5277,.,.
FRATNP,2007,2,short,3,2,37,27,31,20,31,46,75,132,267,533,982,1518,2168,2979,3889,5470,7489,11208,16980,14942,20622,19733,22703,.,.
FRATNP,2007,2,short,3,3,12,5,1,1,3,1,3,3,2,4,7,5,10,20,23,42,95,193,716,421,1241,987,1836,.,.
FRATNP,2007,2,short,3,4,69,11,7,10,6,12,6,8,12,24,39,62,98,155,249,530,1047,2079,6287,3851,10641,8555,15520,.,.
FRATNP,2007,2,short,3,5,0,0,1,0,2,6,7,13,17,36,56,83,90,92,117,230,536,1498,7295,3736,13657,10310,21490,.,.
FRATNP,2007,2,short,3,6,156,18,10,5,15,15,19,23,31,45,75,94,132,193,315,631,1537,3757,10184,7442,15086,13469,18869,.,.
FRATNP,2007,2,short,3,7,49,12,3,4,5,7,20,26,41,73,109,200,275,453,841,1796,4139,10157,38319,22525,66547,52985,98283,.,.
FRATNP,2007,2,short,3,8,6,0,1,1,2,2,6,9,29,41,63,90,114,157,341,726,1633,3986,11587,8110,17801,15687,22749,.,.
FRATNP,2007,2,short,3,9,3,0,0,1,1,2,2,5,5,6,21,23,41,61,113,179,382,912,3328,2007,5688,4551,8349,.,.
FRATNP,2007,2,short,3,10,12,9,1,0,3,1,2,1,6,8,17,16,21,39,73,145,409,1151,5867,2797,11353,8211,18707,.,.
FRATNP,2007,2,short,3,11,20,4,2,1,2,2,3,5,11,13,28,44,74,106,197,395,852,1651,4513,2998,7219,5942,10208,.,.
FRATNP,2007,2,short,3,12,43,1,1,0,2,2,8,13,30,71,127,196,253,322,396,572,980,1834,5094,3398,8124,6760,11317,.,.
FRATNP,2007,2,short,3,13,0,1,1,2,3,1,2,1,4,3,12,9,14,35,60,126,317,685,2306,1439,3855,3169,5462,.,.
FRATNP,2007,2,short,3,14,3,1,0,0,1,5,9,12,11,8,10,21,25,40,87,186,380,885,2941,1956,4702,3894,6594,.,.
FRATNP,2007,2,short,3,15,2570,27,7,5,7,9,10,10,8,10,13,20,23,22,14,15,26,29,44,54,26,23,35,.,.
FRATNP,2007,2,short,3,16,81,47,23,34,99,136,128,125,185,232,263,292,323,347,413,554,961,2114,6781,4166,11456,9102,16964,.,.
FRATNP,2008,2,short,3,0,3405,180,80,87,180,241,283,440,698,1149,1853,2768,3711,5058,7403,11814,21479,42815,123633,82786,207680,166360,291891,.,.
FRATNP,2008,2,short,3,1,54,14,5,2,2,9,4,13,20,40,46,50,63,97,129,252,505,1008,2753,1982,4340,3622,5804,.,.
FRATNP,2008,2,short,3,2,31,28,26,20,34,36,76,145,293,539,988,1561,2155,2942,4085,5464,7831,11074,17182,15261,21134,20086,23270,.,.
FRATNP,2008,2,short,3,3,14,7,3,1,1,4,3,1,5,5,8,9,15,16,33,53,106,208,676,392,1259,999,1791,.,.
FRATNP,2008,2,short,3,4,94,11,3,3,7,10,10,9,15,24,27,68,101,159,288,515,997,1988,6303,4033,10974,8212,16603,.,.
FRATNP,2008,2,short,3,5,0,0,0,1,1,5,8,16,25,32,62,64,91,98,117,216,539,1511,7142,3806,14008,10373,21414,.,.
FRATNP,2008,2,short,3,6,112,16,10,8,10,12,12,20,36,36,63,85,130,203,322,649,1617,3998,10732,7936,16485,14204,21134,.,.
FRATNP,2008,2,short,3,7,66,12,3,4,11,11,18,29,42,72,134,179,297,454,821,1738,4074,9842,37239,22599,67361,52179,98300,.,.
FRATNP,2008,2,short,3,8,11,1,1,3,3,3,11,16,23,44,61,94,118,166,329,755,1668,3858,11421,7964,18534,15744,24219,.,.
FRATNP,2008,2,short,3,9,3,0,0,1,1,3,2,3,9,17,19,34,34,50,84,176,385,902,3162,1937,5683,4486,8123,.,.
FRATNP,2008,2,short,3,10,14,5,1,2,1,2,3,5,6,10,17,20,25,37,68,172,375,1206,5734,2973,11415,7884,18609,.,.
FRATNP,2008,2,short,3,11,9,6,1,2,1,2,3,8,9,11,27,41,67,101,209,374,815,1678,4439,2942,7519,6031,10551,.,.
FRATNP,2008,2,short,3,12,26,4,2,2,1,2,5,14,27,64,114,204,231,322,354,557,929,1920,5106,3542,8324,6771,11489,.,.
FRATNP,2008,2,short,3,13,3,0,2,2,2,1,0,5,4,5,9,17,25,28,63,155,293,598,2218,1364,3974,2911,6138,.,.
FRATNP,2008,2,short,3,14,6,0,1,1,1,4,6,8,12,8,9,19,24,39,91,164,407,908,2886,1863,4991,3830,7357,.,.
FRATNP,2008,2,short,3,15,2885,22,8,8,8,9,6,7,6,13,12,15,26,19,17,16,19,31,39,41,34,25,54,.,.
FRATNP,2008,2,short,3,16,77,52,16,28,96,127,115,143,166,230,260,309,310,327,390,561,918,2086,6602,4151,11646,9002,17034,.,.
FRATNP,2009,2,short,3,0,3384,170,82,89,190,253,306,430,656,1147,1830,2778,3805,4947,7342,11499,20677,41953,122483,85436,207071,161738,290110,.,.
FRATNP,2009,2,short,3,1,54,10,4,2,3,6,5,13,19,29,39,41,67,84,133,264,498,1046,2847,2152,4433,3712,5754,.,.
FRATNP,2009,2,short,3,2,57,35,27,26,27,45,94,149,284,539,972,1590,2247,2861,4044,5367,7411,11042,17554,15858,21428,20363,23378,.,.
FRATNP,2009,2,short,3,3,21,5,4,2,1,2,2,2,1,6,7,13,19,17,26,36,105,190,713,457,1299,923,1987,.,.
FRATNP,2009,2,short,3,4,72,9,7,5,6,8,8,10,11,24,33,53,102,144,282,514,1019,1976,6309,4144,11252,8394,16486,.,.
FRATNP,2009,2,short,3,5,0,0,1,1,5,5,4,9,21,42,63,71,94,106,124,198,485,1412,7137,4021,14253,10587,20967,.,.
FRATNP,2009,2,short,3,6,130,17,11,6,18,15,18,22,35,41,60,85,120,192,330,664,1557,3830,11067,8474,16988,14421,21691,.,.
FRATNP,2009,2,short,3,7,60,8,3,5,5,13,13,24,34,81,120,185,261,431,774,1616,3833,9582,35986,22791,66113,48703,98004,.,.
FRATNP,2009,2,short,3,8,6,0,2,2,6,4,5,14,18,41,63,97,103,188,345,696,1615,3776,11056,8028,17972,14726,23916,.,.
