  Year          Age           Female          Male            Total
  2012           3            380529.37       397817.13       778346.50
  2012           4            383621.45       401597.27       785218.72
  2012           5            386095.05       404642.12       790737.17
  2012           6            384876.97       403428.93       788305.90
  2012           7            381987.98       400037.76       782025.74
  2012           8            377436.53       394831.85       772268.38
  2012           9            380261.59       399437.65       779699.24
  2012          10            383222.45       402078.61       785301.06
  2012          11            392742.68       411343.98       804086.65
  2012          12            386697.83       405916.04       792613.87
  2012          13            375541.38       395271.73       770813.11
  2012          14            372156.05       391244.19       763400.25
  2012          15            373369.40       392807.55       766176.94
  2012          16            375432.77       393515.74       768948.52
  2012          17            367667.44       384387.00       752054.44
  2012          18            359431.02       376569.54       736000.56
  2012          19            366074.91       383122.60       749197.51
  2012          20            377926.57       392741.95       770668.52
  2012          21            381528.92       392618.23       774147.15
  2012          22            383480.64       389822.89       773303.53
  2012          23            384232.87       384763.51       768996.39
  2012          24            383439.18       381940.72       765379.89
  2012          25            386270.21       381934.64       768204.85
  2012          26            389288.66       381743.79       771032.45
  2012          27            388919.27       378631.18       767550.45
  2012          28            381823.85       369975.83       751799.67
  2012          29            393780.20       382640.81       776421.01
  2012          30            411118.86       398831.37       809950.23
  2012          31            417354.92       404869.11       822224.02
  2012          32            406576.78       396521.82       803098.60
  2012          33            390271.26       381183.51       771454.78
  2012          34            392508.35       385115.83       777624.18
  2012          35            386719.86       381849.22       768569.08
  2012          36            383641.02       379110.95       762751.98
  2012          37            408552.20       405491.55       814043.76
  2012          38            428044.92       424575.26       852620.18
  2012          39            451944.89       447612.04       899556.93
  2012          40            451963.25       449303.59       901266.84
  2012          41            450673.98       447302.16       897976.14
  2012          42            437965.03       433299.96       871264.99
  2012          43            437359.65       429366.79       866726.44
  2012          44            436126.98       426981.48       863108.46
  2012          45            438527.16       429268.55       867795.72
  2012          46            446192.24       436806.72       882998.95
  2012          47            451352.91       439411.22       890764.13
  2012          48            452313.86       438476.11       890789.98
  2012          49            443533.30       429519.21       873052.51
  2012          50            434399.17       418744.68       853143.85
  2012          51            437135.09       420138.89       857273.98
  2012          52            433329.96       415350.13       848680.09
  2012          53            431598.61       411555.07       843153.68
  2012          54            423824.89       403477.90       827302.79
  2012          55            423540.22       400885.73       824425.95
  2012          56            421417.26       395962.02       817379.27
  2012          57            420624.70       394871.65       815496.35
  2012          58            416193.54       390517.83       806711.37
  2012          59            417410.64       389022.99       806433.63
  2012          60            415193.32       387300.28       802493.60
  2012          61            416936.52       389471.16       806407.67
  2012          62            423151.25       394013.89       817165.14
  2012          63            419698.96       390532.93       810231.89
  2012          64            411700.90       382621.03       794321.93
  2012          65            401377.41       370341.97       771719.37
  2012          66            343611.46       314054.03       657665.50
  2012          67            291183.28       263044.00       554227.28
  2012          68            287552.20       257458.27       545010.48
  2012          69            271777.67       242090.36       513868.03
  2012          70            252624.25       222037.80       474662.05
  2012          71            228776.23       197368.11       426144.33
  2012          72            260218.14       219190.75       479408.89
  2012          73            258174.27       212544.95       470719.23
  2012          74            256779.55       206860.81       463640.36
  2012          75            255204.88       200347.92       455552.80
  2012          76            254055.19       193645.62       447700.81
  2012          77            255078.68       187883.40       442962.08
  2012          78            251530.18       179323.13       430853.31
  2012          79            249525.18       171968.45       421493.64
  2012          80            247219.20       165328.32       412547.52
  2012          81            241074.31       155567.41       396641.72
  2012          82            225606.48       139620.18       365226.66
  2012          83            211246.91       125138.89       336385.79
  2012          84            200524.65       112408.70       312933.34
  2012          85            187911.83       100018.35       287930.17
  2012          86            174883.62        87954.18       262837.79
  2012          87            160369.96        75648.14       236018.10
  2012          88            143703.44        63948.62       207652.07
  2012          89            129327.90        54366.24       183694.13
  2012          90            116115.39        46085.65       162201.04
  2012          91            100804.54        37684.80       138489.34
  2012          92             71999.49        25167.70        97167.19
  2012          93             36946.53        11797.09        48743.62
  2012          94             28802.19         8279.25        37081.45
  2012          95             20470.00         5351.45        25821.45
  2012          96             15168.85         3658.54        18827.39
  2012          97             18800.27         4112.38        22912.66
  2012          98             15486.80         3100.42        18587.22
  2012          99             10624.03         1937.39        12561.42
  2012         100              6697.03         1090.23         7787.26
  2012         101              4278.68          634.41         4913.09
  2012         102              2639.10          355.13         2994.24
  2012         103              1575.23          194.77         1770.00
  2012         104               854.07           93.24          947.32
  2012         105               474.03           41.94          515.97
  2012         106               271.41           21.69          293.10
  2012         107               145.00           10.70          155.70
  2012         108                75.03            4.90           79.93
  2012         109                39.64            2.01           41.65
  2012         110+               34.14            0.53           34.67
  2013           0            366272.03       385118.15       751390.19
  2013           1            372382.40       389783.25       762165.65
  2013           2            380750.51       397228.17       777978.68
  2013           3            384158.29       401665.57       785823.86
  2013           4            383210.13       402081.08       785291.21
  2013           5            386962.08       404840.62       791802.70
  2013           6            388528.96       407388.44       795917.40
  2013           7            387212.33       405823.45       793035.78
  2013           8            384272.09       402443.70       786715.79
  2013           9            379347.60       397306.09       776653.69
  2013          10            382330.83       401044.44       783375.28
  2013          11            385308.12       404043.68       789351.81
  2013          12            394456.39       413377.59       807833.98
  2013          13            387939.78       408262.55       796202.33
  2013          14            377846.46       397445.11       775291.57
  2013          15            374125.25       393684.83       767810.07
  2013          16            374665.23       394155.91       768821.13
  2013          17            375874.46       393996.82       769871.29
  2013          18            366229.57       383091.90       749321.47
  2013          19            358467.80       373852.24       732320.04
  2013          20            364025.56       379430.02       743455.57
  2013          21            375489.58       388539.60       764029.18
  2013          22            379574.66       387349.71       766924.37
  2013          23            381486.20       384292.69       765778.89
  2013          24            383395.65       381313.45       764709.10
  2013          25            383672.63       379399.42       763072.04
  2013          26            387707.59       380273.35       767980.94
  2013          27            391286.39       381353.48       772639.87
  2013          28            391604.91       379452.53       771057.44
  2013          29            384801.07       371613.98       756415.05
  2013          30            396977.89       384446.31       781424.19
  2013          31            414388.83       400731.32       815120.15
  2013          32            419734.67       407649.78       827384.45
  2013          33            409697.99       398485.07       808183.06
  2013          34            393270.69       383426.28       776696.97
  2013          35            394289.62       387318.84       781608.47
  2013          36            388741.60       384221.78       772963.37
  2013          37            386214.77       380741.68       766956.45
  2013          38            410056.46       406572.31       816628.77
  2013          39            429074.45       425417.87       854492.32
  2013          40            453098.95       448474.46       901573.41
  2013          41            452477.06       449409.20       901886.26
  2013          42            450034.53       446797.04       896831.57
  2013          43            438297.91       434040.54       872338.46
  2013          44            437703.00       429548.59       867251.59
  2013          45            436292.88       425861.79       862154.68
  2013          46            438542.73       429065.29       867608.02
  2013          47            446234.60       436040.88       882275.48
  2013          48            451386.32       438893.15       890279.47
  2013          49            452316.63       437735.05       890051.68
  2013          50            442662.94       428419.17       871082.11
  2013          51            433656.99       417633.93       851290.92
  2013          52            436171.26       419361.91       855533.17
  2013          53            432816.30       413815.27       846631.57
  2013          54            431236.51       410475.85       841712.36
  2013          55            423461.84       402052.43       825514.27
  2013          56            423269.74       399022.98       822292.72
  2013          57            420477.81       393971.28       814449.09
  2013          58            420028.48       392295.54       812324.02
  2013          59            415186.09       387107.77       802293.86
  2013          60            415889.40       386333.23       802222.62
  2013          61            413377.75       383698.71       797076.46
  2013          62            415211.83       385666.34       800878.17
  2013          63            421936.38       389465.42       811401.80
  2013          64            417955.45       385550.34       803505.79
  2013          65            409733.31       378127.25       787860.57
  2013          66            400189.37       365733.71       765923.09
  2013          67            342056.95       309866.90       651923.84
  2013          68            289216.35       259090.63       548306.99
  2013          69            285415.71       253044.06       538459.77
  2013          70            270122.76       238422.08       508544.83
  2013          71            250054.45       217886.50       467940.95
  2013          72            226455.16       193276.07       419731.22
  2013          73            257217.28       214161.06       471378.33
  2013          74            254705.01       207528.97       462233.98
  2013          75            253233.49       201246.52       454480.00
  2013          76            251263.57       194337.37       445600.94
  2013          77            249812.45       186827.21       436639.66
  2013          78            250267.98       180851.39       431119.36
  2013          79            245682.68       171859.81       417542.49
  2013          80            242302.75       163756.62       406059.37
  2013          81            239375.08       156649.68       396024.76
  2013          82            232288.22       145731.59       378019.81
  2013          83            216174.86       129801.49       345976.35
  2013          84            201082.77       115400.51       316483.28
  2013          85            189645.17       102700.63       292345.80
  2013          86            176092.59        90297.65       266390.24
  2013          87            162249.90        78347.73       240597.63
  2013          88            147262.61        66330.84       213593.45
  2013          89            130038.79        55139.05       185177.84
  2013          90            115362.50        46088.41       161450.91
  2013          91            101950.24        38159.17       140109.42
  2013          92             86694.78        30407.66       117102.44
  2013          93             60680.77        19887.47        80568.24
  2013          94             30346.31         9052.38        39398.69
  2013          95             23162.55         6139.08        29301.63
  2013          96             15982.29         3867.01        19849.30
  2013          97             11469.66         2564.53        14034.19
  2013          98             13862.43         2798.05        16660.48
  2013          99             11138.63         2015.24        13153.88
  2013         100              7406.54         1206.06         8612.60
  2013         101              4412.63          656.81         5069.44
  2013         102              2689.08          362.75         3051.84
  2013         103              1605.81          192.55         1798.36
  2013         104               905.35           99.95         1005.30
  2013         105               487.38           47.08          534.46
  2013         106               269.85           22.42          292.28
  2013         107               150.18           11.34          161.51
  2013         108                78.57            5.34           83.92
  2013         109                39.90            2.20           42.10
  2013         110+               37.64            0.74           38.38
  2014           0            365066.24       380290.84       745357.08
  2014           1            367482.60       386048.92       753531.51
  2014           2            373756.75       390889.79       764646.54
  2014           3            383840.83       399632.30       783473.14
  2014           4            387218.50       405272.29       792490.79
  2014           5            386433.36       405018.60       791451.96
  2014           6            388951.75       407487.49       796439.24
  2014           7            391039.21       409744.28       800783.48
  2014           8            389568.39       408106.97       797675.36
  2014           9            386492.03       404519.32       791011.35
  2014          10            381760.16       398906.79       780666.95
  2014          11            384471.62       402587.74       787059.36
  2014          12            386986.16       405566.94       792553.10
  2014          13            395924.44       415611.26       811535.70
  2014          14            389782.99       410558.75       800341.74
  2014          15            379980.12       400118.75       780098.87
  2014          16            375818.78       395257.76       771076.54
  2014          17            374898.86       394899.74       769798.60
  2014          18            374881.46       391869.85       766751.31
  2014          19            364636.29       380555.05       745191.34
  2014          20            355942.30       369236.58       725178.87
  2014          21            361367.81       374891.79       736259.60
  2014          22            373278.04       382673.41       755951.45
  2014          23            377096.84       381575.08       758671.93
  2014          24            380524.17       380335.01       760859.18
  2014          25            383777.89       378745.63       762523.52
  2014          26            384189.24       377737.04       761926.28
  2014          27            390565.21       379573.84       770139.05
  2014          28            394420.13       381630.59       776050.73
  2014          29            395031.81       381224.35       776256.16
  2014          30            388099.52       373818.61       761918.14
  2014          31            400557.75       386053.88       786611.63
  2014          32            416955.23       403093.78       820049.01
  2014          33            422712.23       409595.40       832307.63
  2014          34            412513.32       400097.52       812610.83
  2014          35            395739.77       385074.63       780814.41
  2014          36            396230.19       389003.07       785233.27
  2014          37            390910.13       385738.55       776648.68
  2014          38            387872.54       381916.00       769788.54
  2014          39            411148.26       407364.05       818512.31
  2014          40            430572.17       425173.84       855746.01
  2014          41            453067.98       448276.36       901344.34
  2014          42            452469.87       448198.11       900667.98
  2014          43            450087.57       446967.56       897055.13
  2014          44            438465.14       433760.46       872225.60
  2014          45            437749.27       428781.92       866531.19
  2014          46            436217.50       425733.46       861950.96
  2014          47            439060.59       428445.82       867506.41
  2014          48            446365.92       435345.41       881711.33
  2014          49            451129.88       437841.59       888971.47
  2014          50            451237.49       436651.30       887888.79
  2014          51            441719.01       426593.02       868312.04
  2014          52            432657.02       416444.69       849101.71
  2014          53            435017.42       417724.16       852741.58
  2014          54            432530.06       412004.12       844534.18
  2014          55            430898.48       408463.71       839362.18
  2014          56            423135.67       399659.81       822795.48
  2014          57            422237.52       396394.53       818632.05
  2014          58            419871.94       391033.51       810905.46
  2014          59            419371.70       389134.39       808506.08
  2014          60            414008.53       383921.24       797929.77
  2014          61            414308.48       382751.40       797059.89
  2014          62            411685.81       380099.39       791785.20
  2014          63            413527.15       381265.04       794792.18
  2014          64            420086.90       384936.88       805023.77
  2014          65            416037.46       381435.55       797473.01
  2014          66            408092.81       373789.82       781882.63
  2014          67            398230.59       361039.29       759269.88
  2014          68            339414.98       305021.32       644436.30
  2014          69            287138.10       254639.11       541777.21
  2014          70            283255.71       249230.74       532486.45
  2014          71            267699.43       234048.89       501748.32
  2014          72            247511.62       213902.30       461413.93
  2014          73            224076.58       188793.69       412870.27
  2014          74            254203.78       209067.84       463271.62
  2014          75            250856.28       202303.37       453159.65
  2014          76            249358.81       195335.15       444693.96
  2014          77            247045.03       187756.83       434801.86
  2014          78            245113.65       180119.40       425233.06
  2014          79            244459.98       173472.80       417932.78
  2014          80            238849.01       163921.56       402770.57
  2014          81            234986.51       155321.34       390307.86
  2014          82            230934.13       147300.93       378235.06
  2014          83            222805.57       135969.19       358774.76
  2014          84            206123.25       120106.65       326229.90
  2014          85            190039.08       105555.19       295594.28
  2014          86            178220.15        93130.88       271351.03
  2014          87            163939.89        80839.46       244779.35
  2014          88            149459.32        69102.38       218561.70
  2014          89            133943.13        57601.23       191544.36
  2014          90            116691.98        47106.30       163798.28
  2014          91            101907.66        38575.90       140483.56
  2014          92             88435.26        31289.79       119725.06
  2014          93             73806.77        24307.13        98113.90
  2014          94             50571.32        15504.78        66076.10
  2014          95             24693.00         6856.95        31549.95
  2014          96             18405.80         4544.82        22950.62
  2014          97             12332.46         2743.32        15075.78
  2014          98              8595.31         1768.06        10363.37
  2014          99             10110.58         1883.26        11993.84
  2014         100              7971.95         1332.33         9304.28
  2014         101              5065.33          756.47         5821.80
  2014         102              2862.16          393.50         3255.66
  2014         103              1703.29          201.72         1905.02
  2014         104               971.18          104.48         1075.66
  2014         105               527.42           52.81          580.23
  2014         106               289.83           25.24          315.07
  2014         107               155.33           11.77          167.10
  2014         108                83.93            5.68           89.61
  2014         109                42.44            2.46           44.90
  2014         110+               39.08            0.82           39.90
  2015           0            357030.66       371063.10       728093.76
  2015           1            366197.79       381499.39       747697.17
  2015           2            368732.16       387225.10       755957.25
  2015           3            376256.91       393708.28       769965.19
  2015           4            386854.34       402806.58       789660.92
  2015           5            389970.06       408059.35       798029.41
  2015           6            388438.56       407205.69       795644.25
  2015           7            390693.83       409877.36       800571.19
  2015           8            392983.74       411870.33       804854.08
  2015           9            391183.71       409418.31       800602.02
  2015          10            388378.19       405820.56       794198.75
  2015          11            382983.12       400097.29       783080.41
  2015          12            385541.00       403512.99       789053.99
  2015          13            388029.95       407289.88       795319.83
  2015          14            397016.32       417690.55       814706.87
  2015          15            391060.40       412400.80       803461.20
  2015          16            381666.23       401755.62       783421.85
  2015          17            375771.37       395314.47       771085.83
  2015          18            373051.59       391491.13       764542.72
  2015          19            372134.50       388727.62       760862.12
  2015          20            361341.40       374436.36       735777.76
  2015          21            352665.07       363998.96       716664.03
  2015          22            358957.49       368776.39       727733.88
  2015          23            370224.29       375996.80       746221.09
  2015          24            375207.87       377272.11       752479.98
  2015          25            379892.03       377030.79       756922.82
  2015          26            384190.75       376151.71       760342.46
  2015          27            386290.08       376387.35       762677.43
  2015          28            393601.59       379534.05       773135.64
  2015          29            398159.54       383279.28       781438.81
  2015          30            398031.17       382430.37       780461.55
  2015          31            391004.88       375219.64       766224.52
  2015          32            402997.01       387510.66       790507.67
  2015          33            419341.90       404454.47       823796.38
  2015          34            425091.41       410485.40       835576.81
  2015          35            415007.90       400731.33       815739.23
  2015          36            397856.47       385702.26       783558.74
  2015          37            398100.89       390923.20       789024.10
  2015          38            392508.33       386477.68       778986.01
  2015          39            389006.63       382037.23       771043.86
  2015          40            412075.54       407319.16       819394.70
  2015          41            430763.83       425260.88       856024.71
  2015          42            452760.00       446486.35       899246.34
  2015          43            452312.60       447399.33       899711.93
  2015          44            449770.50       446078.62       895849.13
  2015          45            438206.01       432075.25       870281.26
  2015          46            437433.21       427854.38       865287.58
  2015          47            435923.35       424521.05       860444.41
  2015          48            438218.76       426998.51       865217.27
  2015          49            445668.75       434020.38       879689.13
  2015          50            450453.76       436594.60       887048.36
  2015          51            449876.13       434740.41       884616.54
  2015          52            440712.13       424233.21       864945.35
  2015          53            431293.66       414211.70       845505.36
  2015          54            434336.34       415699.67       850036.01
  2015          55            431540.69       409045.88       840586.57
  2015          56            429762.39       405724.88       835487.26
  2015          57            422431.53       396439.76       818871.29
  2015          58            421451.73       393310.38       814762.11
  2015          59            419200.03       387768.61       806968.64
  2015          60            418148.77       385586.23       803735.00
  2015          61            412496.79       380209.53       792706.32
  2015          62            412274.00       378830.15       791104.15
  2015          63            409650.28       375615.26       785265.55
  2015          64            411863.20       376814.34       788677.54
  2015          65            418053.99       380752.63       798806.62
  2015          66            413467.01       376693.32       790160.33
  2015          67            406091.46       368915.41       775006.87
  2015          68            395295.56       355423.39       750718.95
  2015          69            337062.72       299584.16       636646.88
  2015          70            284895.54       250111.84       535007.38
  2015          71            281192.31       244505.46       525697.77
  2015          72            265094.98       229364.46       494459.44
  2015          73            245103.80       208925.18       454028.98
  2015          74            221563.95       184215.11       405779.06
  2015          75            250399.10       203789.87       454188.97
  2015          76            247592.06       196586.82       444178.87
  2015          77            244842.78       188801.01       433643.79
  2015          78            242555.10       181235.73       423790.83
  2015          79            239457.70       172736.92       412194.62
  2015          80            237714.17       165124.47       402838.63
  2015          81            231609.46       155635.60       387245.06
  2015          82            226359.14       146299.52       372658.66
  2015          83            221631.98       137424.12       359056.10
  2015          84            212439.93       125650.21       338090.14
  2015          85            194846.90       109763.37       304610.26
  2015          86            178325.31        95612.58       273937.90
  2015          87            165872.24        83387.02       249259.26
  2015          88            150928.59        71228.41       222157.00
  2015          89            135898.98        59937.66       195836.63
  2015          90            119991.01        49079.58       169070.59
  2015          91            102771.63        39307.19       142078.83
  2015          92             88288.54        31589.49       119878.03
  2015          93             75196.53        25025.95       100222.47
  2015          94             61263.60        18909.03        80172.63
  2015          95             40902.27        11756.72        52658.98
  2015          96             19471.28         5043.96        24515.24
  2015          97             14195.42         3243.65        17439.07
  2015          98              9168.76         1872.54        11041.30
  2015          99              6204.23         1164.17         7368.39
  2015         100              7071.55         1219.57         8291.12
  2015         101              5401.01          820.22         6221.23
  2015         102              3308.40          452.18         3760.58
  2015         103              1755.09          217.00         1972.08
  2015         104               993.96          110.12         1104.08
  2015         105               539.59           51.94          591.53
  2015         106               308.33           27.26          335.60
  2015         107               164.64           12.79          177.43
  2015         108                85.55            5.62           91.17
  2015         109                44.63            2.50           47.13
  2015         110+               39.68            0.96           40.64
