country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
FRATNP,2012,2,short,3,16,16569.9,30.66,70.36,42.21,54.94,164.42,239.1,214.99,240.1,272.71,393.17,557.2,579.49,611.68,640.15,554.79,633.12,1183.34,2107.81,7979.67,3427.74,4551.93,2893.15,1658.78,.,.
FRATNP,2013,2,short,3,0,276981.02,1198,239,159,153,278,395,496,733,1177,2173,3621,5496,7725,10470,11861,13948,23628,42790,150441.02,63545,86896.02,58496,28400.02,.,.
FRATNP,2013,2,short,3,1,6263.56,9.98,14.41,4.85,4.6,10.78,4.74,12.07,23.49,25.89,52.92,65.57,88.27,115.88,165.51,221.39,281.37,526.69,1080.02,3555.12,1570.78,1984.34,1351.73,632.61,.,.
FRATNP,2013,2,short,3,2,75161.83,7.76,39.63,59.47,41.41,47.93,64.05,133.96,288.97,517.88,1074.42,1993.08,3196.6,4685.76,6171.07,6703.19,6901.74,9206.72,11816.32,22211.85,12036,10175.85,7817.05,2358.8,.,.
FRATNP,2013,2,short,3,3,1282.15,3.33,6.01,6.07,4.6,1.2,2.37,3.62,4.7,7.06,8.05,12.44,15.64,30.9,33.98,35.07,49.27,91.6,173.95,792.3,296.81,495.49,310.36,185.12,.,.
FRATNP,2013,2,short,3,4,12236.72,33.28,20.42,8.5,12.65,8.39,13.05,14.48,12.92,34.13,39.11,93.83,135.19,184.3,335.41,391.27,578.06,1037.02,1972.87,7311.82,2958.14,4353.68,2859.2,1494.48,.,.
FRATNP,2013,2,short,3,5,14912.36,0,0,0,1.15,5.99,5.93,12.07,18.79,29.43,59.82,99.48,125.14,154.5,238.95,258.66,321.88,760.05,1922.23,10898.29,3863.04,7035.26,4403.06,2632.2,.,.
FRATNP,2013,2,short,3,6,24203.85,56.57,36.03,18.21,20.71,19.17,34.4,27.76,38.76,51.79,85.13,122.09,236.87,280.31,405.56,545.81,779.51,1867.95,4293.64,15283.58,6896.77,8386.81,6007.17,2379.64,.,.
FRATNP,2013,2,short,3,7,59071.72,14.42,12.01,1.21,3.45,15.58,20.17,36.2,24.67,75.33,143.79,245.32,344.13,518.68,856.06,1121.22,1748.43,3854.76,8699.58,41336.72,15651.13,25685.58,16561.78,9123.81,.,.
FRATNP,2013,2,short,3,8,20861.97,0,3.6,1.21,3.45,5.99,2.37,4.83,28.19,37.66,98.93,128.88,165.36,249.41,358.43,458.13,777.32,1678.21,3630.88,13229.1,5769.54,7459.56,5214.78,2244.78,.,.
FRATNP,2013,2,short,3,9,4442.9,0,0,0,0,1.2,1.19,2.41,2.35,5.89,17.26,31.65,36.87,59.59,100.84,116.18,147.8,317.32,651.75,2950.6,1162.8,1787.79,1184.61,603.19,.,.
FRATNP,2013,2,short,3,10,9292.37,6.66,3.6,4.85,0,7.19,1.19,8.45,2.35,8.24,12.65,31.65,39.11,68.42,99.75,119.46,178.46,475.44,1172.49,7052.41,2376.74,4675.67,2802.36,1873.31,.,.
FRATNP,2013,2,short,3,11,10864.28,1.11,3.6,0,3.45,7.19,7.12,8.45,11.75,8.24,31.06,50.87,111.73,179.88,288.28,347.43,514.57,1053.38,1891.4,6344.77,2742.48,3602.29,2372.63,1229.67,.,.
FRATNP,2013,2,short,3,12,11632.79,2.22,1.2,2.43,0,3.59,8.3,14.48,18.79,47.08,90.88,183.14,328.49,453.57,536,587.46,630.62,990.13,1878.19,5856.22,2631.31,3224.91,2213.47,1011.44,.,.
FRATNP,2013,2,short,3,13,3714.61,0,1.2,1.21,1.15,3.59,4.74,2.41,4.7,8.24,21.86,22.61,25.7,57.39,77.82,124.94,136.85,338.04,660.56,2221.58,907.12,1314.46,873.11,441.36,.,.
FRATNP,2013,2,short,3,14,5015.67,0,0,1.21,1.15,1.2,2.37,9.65,19.97,17.66,19.56,19.22,26.82,36.42,74.54,126.04,179.55,357.67,835.61,3287.05,1374.02,1913.03,1307.39,605.64,.,.
FRATNP,2013,2,short,3,15,1564.56,1039.38,32.43,12.14,8.05,5.99,15.42,10.86,23.49,20.01,20.71,31.65,44.69,55.18,83.3,38.36,24.09,26.17,27.52,45.11,27.79,17.32,13.64,3.68,.,.
FRATNP,2013,2,short,3,16,16459.69,23.29,64.85,37.63,47.17,133.01,207.58,194.3,209.09,282.48,396.87,489.51,575.41,594.83,644.51,666.37,698.49,1046.84,2082.97,8064.49,3280.52,4783.97,3203.67,1580.3,.,.
FRATNP,2014,2,short,3,0,271345.99,1152,220,140,140,271,353,528,685,1157,2146,3519,5409,7536,10260,12514,13368,22615,40921,148411.99,60476,87935.99,61387,26548.99,.,.
FRATNP,2014,2,short,3,1,5883.17,14.22,12.74,3.28,2.28,9,6.07,10.85,8.07,21.96,43.24,68.8,76.43,108.46,170.55,233.59,269.62,469.1,942.63,3412.26,1489.39,1922.88,1429.55,493.33,.,.
FRATNP,2014,2,short,3,2,76276.36,10.94,37.05,52.5,45.53,39.36,76.42,162.74,243.32,566.36,1115.1,1948.71,3216.58,4645.46,6213.21,7187.61,6816.12,9061.74,12064.21,22773.39,12016.38,10757.01,8420.45,2336.57,.,.
FRATNP,2014,2,short,3,3,1248.26,5.47,9.26,1.09,2.28,2.25,7.28,6.03,4.61,6.94,9.1,17.76,10.92,16.27,26.99,22.61,51.77,87.35,160.73,799.58,308.23,491.35,330.59,160.76,.,.
FRATNP,2014,2,short,3,4,11458.35,20.79,12.74,9.84,3.41,10.12,16.98,9.64,25.37,35.83,43.24,78.79,105.91,198.49,299,426.28,505.82,998.59,1802.74,6854.76,2650.74,4204.02,2733.85,1470.17,.,.
FRATNP,2014,2,short,3,5,14867.38,0,0,0,1.14,3.37,2.43,9.64,18.45,36.99,48.93,104.32,134.3,156.19,211.57,222.83,270.7,683.7,1830.97,11131.86,3882.54,7249.32,4798.63,2450.69,.,.
FRATNP,2014,2,short,3,6,23298.89,36.1,15.05,17.5,7.97,14.62,18.2,32.55,31.14,54.32,75.1,129.84,204.18,261.4,432.85,653.42,778.68,1791.21,4001.85,14742.92,6327.42,8415.5,6250.74,2164.76,.,.
FRATNP,2014,2,short,3,7,57523.87,14.22,22,4.38,1.14,10.12,24.26,21.7,35.75,61.26,136.54,228.61,319.91,554.25,837.64,1176.59,1583.24,3538.21,8149.23,40804.84,14789.31,26015.53,17482.89,8532.64,.,.
FRATNP,2014,2,short,3,8,20317.47,1.09,3.47,5.47,4.55,3.37,7.28,7.23,14.99,26.58,86.48,119.85,191.07,233.2,319.51,484.41,708.57,1627.3,3352.44,13120.59,5509.53,7611.07,5459.81,2151.26,.,.
FRATNP,2014,2,short,3,9,4236.75,2.19,0,0,0,0,2.43,1.21,4.61,10.4,13.65,29.96,36.03,61.82,90.67,133.48,160.7,273.91,622.27,2793.41,1054.57,1738.84,1205.02,533.83,.,.
FRATNP,2014,2,short,3,10,8022.43,6.56,4.63,0,1.14,1.12,1.21,4.82,8.07,9.25,12.52,18.87,40.4,49.89,91.75,114.11,154.23,397.93,1003.45,6102.49,1941.82,4160.67,2598.46,1562.21,.,.
FRATNP,2014,2,short,3,11,10773.17,3.28,1.16,2.19,1.14,4.5,9.7,10.85,11.53,13.87,31.86,52.16,105.91,171.37,264.46,391.84,513.37,926.34,1913.51,6344.15,2604.5,3739.64,2599.59,1140.06,.,.
FRATNP,2014,2,short,3,12,11297.11,2.19,2.32,1.09,1.14,3.37,4.85,15.67,14.99,38.14,83.06,169.79,329.74,429.51,526.76,571.61,566.21,984.57,1709.34,5842.74,2428.37,3414.37,2404.39,1009.98,.,.
FRATNP,2014,2,short,3,13,3489.09,0,0,1.09,3.41,1.12,0,6.03,10.38,5.78,11.38,25.52,20.75,35.79,65.85,100.11,130.5,327.83,584.26,2159.28,910.37,1248.92,872.17,376.75,.,.
FRATNP,2014,2,short,3,14,5292.88,0,0,0,0,0,1.21,15.67,16.14,21.96,9.1,18.87,32.76,36.88,76.64,123.79,185.5,403.32,844.9,3506.13,1411.23,2094.9,1469.04,625.87,.,.
FRATNP,2014,2,short,3,15,1510.48,1006.5,35.89,12.03,14.8,11.24,9.7,6.03,27.68,17.34,27.31,34.4,34.94,52.06,60.45,50.59,21.57,17.25,28.24,42.45,20.92,21.54,20.31,1.23,.,.
FRATNP,2014,2,short,3,16,15850.32,28.44,63.68,29.53,50.08,157.43,164.98,207.34,209.88,230.01,399.39,472.75,549.2,524.96,572.1,621.12,651.41,1026.63,1910.25,7981.12,3130.69,4850.43,3311.54,1538.89,.,.
FRATNP,2015,2,short,3,0,291149,1175,213,134,153,314,394,485,697,1098,2047,3449,5481,7675,10259,13634,14019,23019,42355,164548,64322,100226,68342,31884,.,.
FRATNP,2015,2,short,3,1,6363.44,16.21,11.45,2.27,3.61,5.04,12.51,8.59,19.46,14.35,34.43,44.1,94.1,117.59,135.67,229.3,244.79,503.11,992.67,3874.16,1579.37,2294.79,1628.13,666.66,.,.
FRATNP,2015,2,short,3,2,78191.85,6.49,41.23,53.37,50.6,58.01,86.3,127.7,274.91,511.92,1069.59,1871.15,3198.44,4682.96,6193.3,7751.95,7058.03,9048.46,12117.08,23990.37,12552.27,11438.09,8734.97,2703.13,.,.
FRATNP,2015,2,short,3,3,1369.72,3.24,9.16,5.68,0,7.57,5,2.46,3.65,2.39,6.66,13.23,18.6,28.31,21.53,30.14,50.68,78.81,176.84,905.76,304.19,601.57,388.67,212.89,.,.
FRATNP,2015,2,short,3,4,12871.16,24.86,11.45,7.95,8.43,8.83,16.26,13.51,24.33,37.08,46.65,80.49,142.25,200.34,299.33,463.98,570.47,990.03,2005.95,7918.98,2928.39,4990.6,3246.1,1744.5,.,.
FRATNP,2015,2,short,3,5,16803.45,0,0,0,0,1.26,2.5,9.82,21.9,27.51,49.98,106.95,129.12,139.37,185.2,271.28,329.99,766.54,2058.03,12704,4171.6,8532.4,5650.44,2881.96,.,.
FRATNP,2015,2,short,3,6,25603.02,47.56,26.34,5.68,9.64,11.35,28.77,24.56,38.92,51.43,83.3,146.65,191.49,286.36,400.54,706.19,885.35,1913.12,4093.27,16652.49,6753.91,9898.58,7030.01,2868.57,.,.
FRATNP,2015,2,short,3,7,60412.79,21.62,5.73,9.08,6.02,13.87,17.51,23.33,38.92,61,128.84,203.98,361.1,491.05,859.22,1296.12,1640.22,3556.33,8011.88,43666.95,15185.29,28481.66,18615.62,9866.05,.,.
FRATNP,2015,2,short,3,8,20657.52,2.16,2.29,0,1.2,3.78,3.75,12.28,14.6,33.49,66.64,149.96,165.23,217.76,331.63,493.04,694.48,1467.23,3420.64,13577.35,5455.59,8121.75,5738.57,2383.18,.,.
FRATNP,2015,2,short,3,9,4469.02,4.32,2.29,0,0,1.26,2.5,3.68,2.43,7.18,11.11,35.28,30.64,71.86,75.37,150.71,158.52,272.07,648.76,2991.02,1051.44,1939.58,1294.82,644.76,.,.
FRATNP,2015,2,short,3,10,10970.3,9.73,8.02,1.14,3.61,1.26,2.5,6.14,4.87,15.55,12.22,34.18,27.36,81.66,109.83,142.1,185.48,470.72,1259.55,8594.39,2710.16,5884.23,3696.91,2187.32,.,.
FRATNP,2015,2,short,3,11,12733.59,6.49,2.29,2.27,2.41,10.09,8.76,12.28,8.51,7.18,31.1,63.95,119.27,207.96,333.78,421.99,541.35,1055.89,2063.45,7834.57,3148.81,4685.75,3160.23,1525.53,.,.
FRATNP,2015,2,short,3,12,12157.96,16.21,2.29,2.27,1.2,2.52,3.75,9.82,26.76,38.27,97.74,159.88,332.65,423.55,572.82,639.45,607.13,1036.45,1833.46,6351.73,2565.78,3785.95,2694.72,1091.23,.,.
FRATNP,2015,2,short,3,13,3768.99,0,2.29,1.14,2.41,2.52,0,8.59,3.65,8.37,14.44,28.67,45.96,57.71,81.83,135.64,163.91,278.55,616.21,2317.1,911.47,1405.63,928.75,476.88,.,.
FRATNP,2015,2,short,3,14,5674.88,2.16,2.29,0,0,1.26,3.75,4.91,10.95,16.75,18.88,23.16,26.26,49,63.53,131.33,172.54,404.86,867.91,3875.34,1455.93,2419.41,1684.63,734.78,.,.
FRATNP,2015,2,short,3,15,1579.1,990.16,36.65,7.95,15.66,10.09,21.26,9.82,20.68,19.14,21.1,22.05,57.99,59.88,64.6,50.6,29.12,33.47,33.63,75.25,38.57,36.68,29.38,7.3,.,.
FRATNP,2015,2,short,3,16,17522.23,23.78,49.24,35.2,48.19,175.29,178.86,207.51,182.46,246.39,354.31,465.31,540.55,559.65,530.82,720.19,686.93,1143.34,2155.67,9218.55,3509.21,5709.33,3820.07,1889.27,.,.
FRATNP,2000,3,short,3,0,530864,3417,722,462,616,1901,2587,3023,3912,5865,9302,14248,19347,18399,25732,39485,55238,76781,59212,190615,95307,95308,67525,27783,.,.
FRATNP,2000,3,short,3,1,11328.47,125.17,45.54,8.67,15.64,17.11,20.16,75.2,208.74,385.65,358.45,329.9,343.92,331.93,470.06,715.29,1095.83,1576.07,1257.4,3947.73,2005.33,1942.4,1372.14,570.25,.,.
FRATNP,2000,3,short,3,2,157760.26,32.9,132.18,119.53,106.33,195.34,214.89,366.07,643.48,1420.73,3168.65,6154.34,9556.49,9697.98,13339,19066.68,23251.99,25844.3,15394.13,29055.24,17655.81,11399.43,8852.74,2546.7,.,.
FRATNP,2000,3,short,3,3,2437.05,27.59,32.21,14.01,13.55,8.53,14.56,14.56,18.04,16.5,32.22,52.23,63.13,53.45,65.65,140.16,203.43,316.94,254.57,1095.7,510.64,585.06,405.79,179.27,.,.
FRATNP,2000,3,short,3,4,20312.2,80.72,33.32,21.62,26.06,22.46,33.86,42.58,42.78,87.06,135.05,246.56,401.56,433.66,685.77,1352.76,2022.91,3044.23,2497.3,9101.94,4235.55,4866.39,3332.63,1533.75,.,.
FRATNP,2000,3,short,3,5,18672.04,1.08,3.33,0,1.04,9.61,38.88,64.04,140.23,265.12,458.4,616.8,604.39,470.06,479.49,652.99,891.3,1793.62,1993.35,10188.31,4442.97,5745.34,3927.79,1817.55,.,.
FRATNP,2000,3,short,3,6,21160.55,130.85,63.31,41.01,41.69,88.52,84.91,87.55,138.94,199.37,274.8,387.06,457.01,398.7,692.98,1228.19,2166.12,3797.96,3010.68,7870.9,4492.89,3378.01,2596.35,781.66,.,.
FRATNP,2000,3,short,3,7,117896.18,71.08,22.22,10.74,22.94,49.11,67,105.41,180.56,399.32,903.09,1477.22,2312.29,2290,3630.65,6485.2,10712.62,17219.47,15144.68,56792.58,27042.95,29749.62,20673.37,9076.25,.,.
FRATNP,2000,3,short,3,8,41195.65,29.81,6.66,5.38,11.47,12.81,28.92,50.4,92.08,161.39,260.51,452.09,556.14,616.26,998.49,1943.45,3688.09,6613.99,5840.89,19826.82,10230.23,9596.59,7056.41,2540.18,.,.
FRATNP,2000,3,short,3,9,14124.84,0,2.22,0,1.04,5.33,12.36,12.35,38.3,63.82,119.9,213.47,284.98,326.19,531.64,866.82,1436.2,2212.13,1746.75,6251.35,3124.29,3127.06,2203.97,923.09,.,.
FRATNP,2000,3,short,3,10,18043.37,23.41,13.33,1.09,5.21,7.47,11.3,16.77,25.91,29.56,72.16,108.9,156.05,165.11,277.25,496.23,981.33,1922.3,2128.91,11601.09,4688.81,6912.28,4557.27,2355.01,.,.
FRATNP,2000,3,short,3,11,20142.24,15.85,12.22,4.27,13.55,23.5,30.22,29.11,43.95,72.51,110.85,204.74,364.69,379.41,701.49,1484.52,2387.31,3361.94,2776.35,8125.73,4149.03,3976.7,2778.98,1197.72,.,.
FRATNP,2000,3,short,3,12,25196.71,38.14,10,1.07,8.34,9.62,14.51,50.46,129.63,313.29,733.97,1183.87,1600.28,1356.2,1754.19,2229.93,2524.17,3184.97,2289.21,7764.87,3798.04,3966.83,2799.9,1166.93,.,.
FRATNP,2000,3,short,3,13,6519.41,3.18,5.55,3.23,1.04,6.41,6.75,5.57,11.25,28.53,22.59,48.9,70.43,79.67,124,240.87,462.05,910.18,843.6,3645.62,1644.54,2001.07,1388.32,612.75,.,.
FRATNP,2000,3,short,3,14,7808.99,11.62,0,0,1.04,1.07,7.9,22.31,36.94,31.66,44.93,58.66,85.32,106.06,194.91,383.09,655.77,1136.83,1089.35,3941.52,1937.48,2004.04,1435.25,568.79,.,.
FRATNP,2000,3,short,3,15,3701.56,2699.3,74.42,42.06,42.73,40.57,40.42,42.66,49.53,45.07,53.81,57.59,76.7,60.77,57.31,47.76,71.63,56.3,50.46,92.47,53.43,39.04,29.68,9.36,.,.
FRATNP,2000,3,short,3,16,44564.49,126.31,265.47,189.32,304.33,1403.54,1960.33,2037.97,2111.66,2345.41,2552.62,2655.69,2413.61,1633.52,1729.14,2151.06,2687.26,3789.77,2894.37,11313.13,5295,6018.14,4114.39,1903.75,.,.
FRATNP,2001,3,short,3,0,531073,3438,771,423,608,1995,2646,2990,3777,5955,9182,14341,19888,19679,24704,37640,54592,74800,69381,184263,86089,98174,68896,29278,.,.
FRATNP,2001,3,short,3,1,10856.4,71.91,42.16,14.04,13.75,23.55,24.38,47.3,172.64,409.17,376.69,313.94,351.54,332.02,407.09,621.85,1045,1560.72,1391.11,3637.55,1759.56,1878,1346.69,531.31,.,.
FRATNP,2001,3,short,3,2,159716.87,28.52,127.13,113.2,121.37,177.36,234.82,347.91,622.54,1348.46,2944.65,6064.98,9719.39,10439.52,12872.21,18584.37,23723.13,25733.32,18585.65,27928.33,16007.28,11921.05,9271.21,2649.84,.,.
FRATNP,2001,3,short,3,3,2417.55,23.28,27.16,6.49,13.75,8.6,9.98,5.63,10.14,33.45,36.9,44.03,62.53,55.74,85.79,119.99,186.72,323.73,305.33,1058.34,443.61,614.73,413.16,201.57,.,.
FRATNP,2001,3,short,3,4,20821.73,78.24,38.71,21.55,26.38,26.61,36.53,46.18,44.23,91.68,163.58,287.4,455.08,468.4,689.43,1256.24,2036.92,3033.55,2976.39,9044.61,3874.9,5169.71,3441.46,1728.25,.,.
FRATNP,2001,3,short,3,5,19188.21,0,3.31,2.15,2.12,10.77,37.86,64.22,138.18,285.67,397.67,628.81,726.3,560.9,481.59,586.32,933.25,1713.46,2280.89,10334.73,4093.37,6241.36,4197.23,2044.13,.,.
FRATNP,2001,3,short,3,6,22644.18,132.1,75.35,24.79,60.2,104.89,105.46,115.99,144.97,247.8,311.18,369.95,515.05,507.89,673.69,1115.41,2008.92,3841.97,3979.6,8308.97,4579.71,3729.26,2829.83,899.43,.,.
FRATNP,2001,3,short,3,7,117403.91,56.03,12.98,10.79,27.45,50.12,52,113.78,187.95,440.19,900.13,1569.15,2212.77,2357.86,3459.68,6049.74,10432.98,16702.79,17360.13,55407.39,24553.39,30854,21318.52,9535.48,.,.
FRATNP,2001,3,short,3,8,40710.32,15.86,3.18,5.36,8.46,17.04,32.17,48.42,72.44,153.48,289.03,437.63,618.05,641.15,942.71,1869.65,3457.89,6324.89,6845.92,18927.01,9074.83,9852.18,7171.35,2680.83,.,.
FRATNP,2001,3,short,3,9,14104.22,4.22,0,2.11,2.11,5.35,14.44,10.13,43.26,49.11,107.76,229.45,302.82,318.76,456.49,877.27,1394.37,2113.77,1982.39,6190.39,2821.22,3369.17,2351.1,1018.07,.,.
FRATNP,2001,3,short,3,10,15105.1,23.21,10.91,1.09,4.22,6.28,5.54,14.63,26.08,39.14,71.96,106.76,135.98,135.07,231.4,420.43,815.03,1481.26,1969.52,9606.6,3622.18,5984.41,3822.43,2161.98,.,.
FRATNP,2001,3,short,3,11,19403.64,12.7,18.32,7.55,7.38,14.99,26.57,32.66,47.6,65.64,113.14,214.98,320.46,390.1,663.69,1253.92,2239.53,3372.76,2983.78,7617.85,3717.4,3900.46,2685.43,1215.03,.,.
FRATNP,2001,3,short,3,12,25815.65,45.45,4.28,4.34,15.87,16,12.17,37.16,110.34,319.17,798.57,1250.11,1753.92,1439.21,1678.76,2166.85,2570.68,3126.92,2779.11,7686.75,3524.27,4162.48,2896.17,1266.3,.,.
FRATNP,2001,3,short,3,13,6522.35,0,2.16,0,4.22,10.61,6.59,12.38,11.29,15.45,21.69,41.83,65.71,92.52,111.86,247.35,502.85,883.02,1004.61,3488.2,1464.83,2023.37,1378.44,644.92,.,.
FRATNP,2001,3,short,3,14,8143.05,5.28,1.1,1.06,0,4.22,9.9,15.76,22.32,38.52,44.29,61.04,84.77,114.62,182.05,374.6,615.1,1094.13,1354.76,4119.52,1839.76,2279.77,1552.17,727.6,.,.
FRATNP,2001,3,short,3,15,3795.5,2828.19,94.03,28.18,39.08,55.35,35.35,38.27,59.87,38.89,28.39,63.29,74.11,76.62,52.31,59.47,56.34,55.52,46.41,65.83,37.64,28.19,17.57,10.62,.,.
FRATNP,2001,3,short,3,16,44424.32,113.01,310.22,180.31,261.63,1463.27,2002.24,2039.56,2063.16,2379.18,2576.37,2657.65,2489.52,1748.63,1715.25,2036.52,2573.28,3438.19,3535.4,10840.92,4675.05,6165.86,4203.23,1962.64,.,.
FRATNP,2002,3,short,3,0,535144,3114,703,454,533,1731,2642,2861,3652,5636,9044,14071,20193,21544,23824,36513,53913,74225,79857,180634,78543,102091,71438,30653,.,.
FRATNP,2002,3,short,3,1,11079.5,73.26,36.08,11.49,8.55,23.44,25.49,63.76,134.76,341.51,418.02,347.23,354.41,364.84,395.8,645.54,1037.67,1545.54,1671.66,3580.46,1664.95,1915.51,1349.36,566.15,.,.
FRATNP,2002,3,short,3,2,161766.91,29.24,94.83,144.84,132.46,179.12,259.54,331.31,570.98,1272.19,2965.17,6067.97,10071.15,11321.83,12432.72,18258.29,23468.54,25863.9,21491.75,26811.09,14374.39,12436.7,9660.74,2775.96,.,.
FRATNP,2002,3,short,3,3,2379.24,19.88,37.17,13.66,13.89,14.87,13.31,14.85,19.2,25.88,37.2,38.85,51.15,61.08,86.92,115.77,187.76,279.46,379.78,968.56,377.36,591.2,404.73,186.47,.,.
FRATNP,2002,3,short,3,4,21214.26,56.52,55.33,22.23,23.5,36.17,39.97,39.94,61.23,103.69,141.07,250.2,383.02,522.76,660.62,1263.89,2068.49,3115.01,3463.77,8906.85,3559.87,5346.98,3546.95,1800.03,.,.
FRATNP,2002,3,short,3,5,19445.37,0,2.24,3.16,3.21,12.81,37.48,70.24,112.33,227.29,435.75,651.4,731.62,555.76,478.81,597.71,922.74,1646.27,2635.35,10321.19,3856.69,6464.5,4337.65,2126.85,.,.
FRATNP,2002,3,short,3,6,24043.55,127.75,69.88,42.25,53.4,77.87,113.01,104.82,150.53,202.51,280.4,394.77,494.9,525.55,689.7,1142.65,2151.06,3879,4738.36,8805.14,4472.52,4332.61,3302.54,1030.07,.,.
FRATNP,2002,3,short,3,7,117069.58,59.68,27.04,9.47,18.16,52.25,74.41,112.43,184.83,454.99,872.52,1465.93,2259.4,2622.26,3231.11,5734.09,9806.33,16085.12,19754.13,54245.42,22223.04,32022.38,21886.72,10135.66,.,.
FRATNP,2002,3,short,3,8,39606.21,12.57,4.51,5.28,7.48,13.8,26.59,44.67,79.09,167.49,262.11,427.59,644.22,696.84,867.06,1736.38,3448.96,6043.85,7374.5,17743.24,7923.42,9819.82,7142.94,2676.87,.,.
FRATNP,2002,3,short,3,9,13586.72,2.09,1.13,1.04,1.07,5.33,15.43,13.69,33.98,50.69,98.52,204.62,274.29,385.36,465.44,759.51,1377.43,2038.23,2266.98,5591.88,2349.52,3242.36,2268.6,973.76,.,.
FRATNP,2002,3,short,3,10,16523.1,20.96,10.14,2.12,4.28,10.65,13.33,15.98,23.77,33.88,70.09,85.86,165.58,190.89,201.14,397.41,847.45,1711.47,2504.7,10213.41,3624.1,6589.31,4226.47,2362.84,.,.
FRATNP,2002,3,short,3,11,19680.19,22,12.42,4.19,8.54,21.32,21.04,36.49,43,65.42,111.66,181.72,342.48,433.62,616.12,1151.7,2197.67,3393.97,3527.74,7489.07,3394.17,4094.89,2830.56,1264.34,.,.
FRATNP,2002,3,short,3,12,25766.09,38.81,15.75,6.45,1.07,9.59,13.35,31.73,83.71,349.46,721.62,1252.64,1699.54,1650.14,1643.01,2033.9,2541.63,3043.88,3282.69,7347.09,3164.25,4182.84,2929.76,1253.08,.,.
FRATNP,2002,3,short,3,13,6580.92,2.08,1.13,3.25,6.42,5.3,5.57,8.06,9.02,15.77,30.54,44.14,68.17,82.07,130.7,232.51,474.95,845.14,1207.86,3408.25,1412.73,1995.51,1377.51,618,.,.
FRATNP,2002,3,short,3,14,8678.63,2.09,1.12,0,1.07,1.06,10.06,23.07,34.55,38.99,43.65,66.98,84.31,123.29,183.22,395.26,722.59,1185.25,1528.67,4233.42,1756.25,2477.17,1742.74,734.43,.,.
FRATNP,2002,3,short,3,15,3426.75,2539.23,72.28,24.3,22.42,36.24,49.9,24,47.56,47.24,37.08,60.49,62.85,76.81,60.66,42.73,62.63,57.59,42.21,60.52,29.03,31.49,23.25,8.24,.,.
FRATNP,2002,3,short,3,16,44296.98,107.83,261.93,160.28,227.49,1231.19,1923.52,1925.96,2063.46,2239,2518.6,2530.6,2505.91,1930.9,1680.97,2005.64,2597.09,3491.33,3986.85,10908.41,4360.71,6547.71,4407.48,2140.23,.,.
FRATNP,2003,3,short,3,0,552339,3053,731,400,529,1562,2461,2481,3669,5552,8677,13916,20303,23301,23975,35502,53802,75480,92153,184792,73231,111561,77252,34309,.,.
FRATNP,2003,3,short,3,1,11901.08,70.75,55.04,10.65,14.14,22.77,36.36,36.63,131.77,309.4,413.44,351.05,349.79,388.41,396.95,653.67,1045.58,1705.81,1997.12,3911.74,1578.96,2332.79,1625.79,706.99,.,.
FRATNP,2003,3,short,3,2,163103.69,27.87,130.15,97.37,122.43,174.69,239.87,351.82,638.4,1328.03,2747.6,5953.41,9929.18,12226,12527.62,17388.42,23100.47,26073.39,23994.85,26052.13,13032.75,13019.38,10000.1,3019.28,.,.
FRATNP,2003,3,short,3,3,2468.35,13.94,28.37,9.6,6.57,8.69,11.13,11.48,19.29,28.13,35.18,42.18,63.14,54.94,80.02,102.47,205.04,308.66,413.44,1026.09,348.19,677.91,453.36,224.54,.,.
FRATNP,2003,3,short,3,4,24621.68,72.9,35.46,17.05,28.36,26,38.88,32.09,48.71,82.72,169.45,326.48,482.4,613.65,680.18,1239.25,2185.87,3397.04,4435.22,10709.96,3809.03,6900.93,4504.2,2396.73,.,.
FRATNP,2003,3,short,3,5,20736.9,0,1.17,1.05,3.32,9.76,50.68,59.44,127.6,233.12,414.21,633.78,755.38,678.79,487.51,627.58,967.05,1785.67,3039.03,10861.76,3668.15,7193.61,4740.03,2453.58,.,.
FRATNP,2003,3,short,3,6,27245.62,106.14,54.8,47.77,45.99,77.01,103.86,116.67,144.15,230.17,293.69,409.99,545.41,593.2,653.86,1236.09,2265.67,4251.7,6080.76,9988.69,4664.95,5323.74,4011.58,1312.16,.,.
FRATNP,2003,3,short,3,7,119097.08,65.38,33.04,15.81,23.98,41.18,46.3,90.45,218.12,392.13,847.44,1417.87,2261.16,2859.08,3232.5,5414.1,9814.15,15686.1,22216.83,54421.48,20286.58,34134.9,23120.14,11014.76,.,.
FRATNP,2003,3,short,3,8,40199.46,16.08,8.06,8.43,7.62,9.73,34.17,45.87,79.33,118.31,276.6,394.45,603.61,725.68,902.35,1694.33,3397.69,5991.18,8547.34,17338.62,7292.69,10045.92,7298.07,2747.86,.,.
FRATNP,2003,3,short,3,9,13291.9,3.21,1.17,1.07,3.3,7.6,3.34,22.88,34.02,62.09,97.67,175.94,248.98,384.59,453.82,748,1311.72,1887.7,2520.52,5324.28,2094.02,3230.26,2261.43,968.83,.,.
FRATNP,2003,3,short,3,10,17470.6,22.52,16.03,6.38,5.48,7.61,14.35,9.14,24.98,36.25,70.45,94.48,133.04,195.86,246.39,458.13,870.51,1685.17,3051.59,10522.23,3346.54,7175.68,4523.79,2651.9,.,.
