country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
FRATNP,2010,3,short,3,4,21126.48,79.11,33.15,16.55,24.05,24.81,19.45,44.13,35.78,97.03,128.77,241.98,394.02,617.44,935.15,883.59,1458.11,2593.82,3776.22,9723.32,4733.85,4989.47,2610.66,2378.81,.,.
FRATNP,2010,3,short,3,5,19745.13,0,0,1.11,3.2,11.28,35.44,110.77,121.55,215.31,369.87,542.71,718.87,770.42,767.89,549.02,747.47,1395.58,2800.95,10583.68,4616.27,5967.41,3024.94,2942.47,.,.
FRATNP,2010,3,short,3,6,35094.33,115.95,52.8,37.48,35.69,64.07,82.32,89.69,101.51,166.69,275.24,360.27,535.27,688.83,970.65,980.39,1863.83,3928.51,7182.47,17562.68,9916.79,7645.89,4640,3005.89,.,.
FRATNP,2010,3,short,3,7,110801.25,34.69,19.9,7.72,10.44,31.46,58.32,87.33,154.77,353.45,652.64,1189.97,1824.68,2653.58,3860.91,3783.41,6111.76,11632.64,19854.27,58479.32,28407.29,30072.03,15932.81,14139.23,.,.
FRATNP,2010,3,short,3,8,34852.42,3.24,1.14,4.42,10.51,9.05,24.01,32.59,54.3,109.94,205.6,335.79,488.89,730.61,1041,1173.55,2083.91,4166.25,7047.48,17330.16,9285.69,8044.48,4735.75,3308.72,.,.
FRATNP,2010,3,short,3,9,11069.25,1.08,0,0,0,6.74,11.43,11.66,19.59,30.12,85.78,124.04,220.53,381.5,517.78,531.9,745.2,1260.99,1973.24,5147.67,2654.95,2492.72,1364.53,1128.19,.,.
FRATNP,2010,3,short,3,10,14020.66,15.16,17.81,1.1,0,2.28,8.01,16.26,24.31,24.23,44.36,75.24,125.14,214.33,319.75,336.62,584.36,1204.99,2368.78,8637.92,3749.91,4888.01,2376.93,2511.08,.,.
FRATNP,2010,3,short,3,11,20942.62,7.58,8.97,4.41,4.24,13.49,22.86,23.29,28.81,62.65,87.67,188.16,318.06,528.1,868.35,938.71,1640.77,2969.99,4240.88,8985.61,4944.77,4040.84,2308.24,1732.6,.,.
FRATNP,2010,3,short,3,12,25522.04,17.32,11.3,3.31,6.34,11.26,20.59,24.48,68.17,213.69,461.55,887.04,1401.56,1820.32,2206.1,1578.02,1926.83,2850.03,3769.55,8244.6,4429.74,3814.86,2176.02,1638.84,.,.
FRATNP,2010,3,short,3,13,5596.42,0,0,1.1,2.14,3.37,3.43,2.32,6.88,8.09,25.89,37.49,53.44,79.65,171.93,167.86,329.38,622.45,1082.82,2998.16,1431.08,1567.08,833.72,733.37,.,.
FRATNP,2010,3,short,3,14,10759.21,2.16,3.32,0,0,0,8.01,33.55,29.73,35.48,31.47,45.05,77.47,176.23,236.14,317.52,585.56,1164.52,2170.79,5842.2,3050.81,2791.39,1596.39,1195,.,.
FRATNP,2010,3,short,3,15,3300.23,2372.15,80.39,25.37,17.84,25.93,32.02,37.17,33.46,57.93,42.94,84.97,65.62,89.57,112.15,47.81,38.12,42.38,43.92,50.5,35.91,14.59,12.22,2.37,.,.
FRATNP,2010,3,short,3,16,41652.08,63.95,165.91,90.42,140.02,788.06,1334.87,1307.74,1327.16,1840.75,2130.49,2407.16,2482.21,2339.1,2147.5,1611.02,2079.34,3186.16,4636.24,11574,5833.17,5740.83,3176.01,2564.82,.,.
FRATNP,2011,3,short,3,0,534795.01,2604,505,325,363,1114,1889,2159,2559,4163,6768,11026,17406,24547,32765,30542,38580,60226,87574,209680.01,105961,103719.01,64912,38807.01,.,.
FRATNP,2011,3,short,3,1,12413.69,47.27,28.19,5.37,10.81,18.76,27.37,31.53,58.01,75.36,162.1,315.26,358.42,448.78,564.56,575.38,775.64,1386.05,2242.53,5282.3,2713.91,2568.39,1648.72,919.67,.,.
FRATNP,2011,3,short,3,2,171592.19,23.1,96.83,121.12,80.93,146.8,230.19,327.24,509.68,1047.75,2146.1,4494.1,8439.58,13033.65,17921.99,16600.32,18723.74,24189.11,26712.9,36747.06,22933.91,13813.15,10022.29,3790.86,.,.
FRATNP,2011,3,short,3,3,2365.78,8.81,15.86,6.42,6.43,12.12,4.55,18.67,19.7,20.84,27.01,39.92,53.4,64.79,115.42,107.48,108.37,210.49,377.62,1147.88,528.81,619.07,369.45,249.62,.,.
FRATNP,2011,3,short,3,4,20203.24,53.94,37.53,21.54,14.07,35.32,38.79,46.61,58.01,68.17,134.98,237.59,390.8,635.03,960.12,1005.05,1306.93,2309.67,3634.14,9214.96,4385,4829.95,2871.45,1958.5,.,.
FRATNP,2011,3,short,3,5,21102.89,0,0,1.05,1.07,3.32,21.66,44.31,78.06,192.13,355.32,496.38,644.19,798.35,764.6,555.3,709.77,1412.67,2996.58,12028.13,5008.2,7019.93,3971.52,3048.4,.,.
FRATNP,2011,3,short,3,6,36048.1,112.24,42,30,46.75,69.72,84.24,87.5,114.99,177.65,233.58,360.75,500.53,649.06,1013.16,1045.19,1822.17,3870.94,7063.3,18724.3,9869.45,8854.85,5968.96,2885.89,.,.
FRATNP,2011,3,short,3,7,107045.18,39.64,20.45,10.8,10.78,32.02,51.26,107.31,156.92,321.31,659.96,1058.15,1736.18,2627.36,3796.91,3789.31,5704.53,10529.99,18434.61,57957.7,26589.89,31367.82,18732.04,12635.77,.,.
FRATNP,2011,3,short,3,8,34650.9,4.41,3.43,6.36,6.51,16.58,11.4,19.84,47.54,121.96,171.3,330.15,508.14,688.78,1060.58,1171.25,1956.12,3954.12,6945.81,17626.62,9114.71,8511.91,5572.88,2939.03,.,.
FRATNP,2011,3,short,3,9,9625.88,2.2,0,1.05,1.07,4.41,6.86,8.21,22.07,27.73,63.33,109.61,200.1,337.03,494.23,516.39,685.55,1088.3,1664.65,4393.11,2164.01,2229.1,1373.1,856,.,.
FRATNP,2011,3,short,3,10,14190.24,13.19,19.23,3.19,4.35,5.53,11.41,16.41,29.02,47.33,55.27,100.54,158.19,214.1,304.78,328.84,528.19,1117.83,2282.23,8950.6,3617.42,5333.18,2877.93,2455.25,.,.
FRATNP,2011,3,short,3,11,22902.02,2.21,4.53,1.05,6.51,8.89,27.31,27.95,36.09,66.06,99.32,159.14,329.86,612.22,957.1,1040.91,1722.72,3053.21,4507.3,10239.65,5300.95,4938.7,3043.09,1895.6,.,.
FRATNP,2011,3,short,3,12,24403.23,9.89,1.11,2.11,3.29,5.53,23.93,36.23,73.33,172.73,438.14,833.03,1392.75,1747.33,2138.65,1612.98,1761.88,2572.49,3572.05,8005.8,4151.28,3854.52,2507.51,1347.01,.,.
FRATNP,2011,3,short,3,13,5126.46,0,1.11,3.19,3.2,3.32,5.72,6.96,8.09,8.12,16.54,37.85,57.64,98.2,145.33,190.18,276.18,591.31,986.62,2686.89,1314.86,1372.03,784.72,587.3,.,.
FRATNP,2011,3,short,3,14,9007.82,2.2,4.59,0,0,1.09,12.58,16.19,20.69,16.82,32.59,42.24,65.53,100.3,196.71,241.43,465.39,967.16,1747.14,5075.17,2559.23,2515.94,1611.52,904.42,.,.
FRATNP,2011,3,short,3,15,3158.08,2211.14,67.87,17.22,26.03,26.5,37.66,23.32,43.93,53.4,51.55,59.83,78.39,108.82,113.3,59.53,39.31,37.23,39.44,63.62,38.86,24.76,20,4.77,.,.
FRATNP,2011,3,short,3,16,40959.32,73.76,162.27,94.51,141.21,724.09,1294.06,1340.73,1282.87,1745.65,2120.91,2351.48,2492.3,2383.19,2217.55,1702.48,1993.51,2935.44,4367.09,11536.23,5670.51,5865.71,3536.81,2328.9,.,.
FRATNP,2012,3,short,3,0,559226.98,2643,531,298,365,1032,1751,2003,2485,3724,6509,10827,16881,24454,33129,33793,38076,59955,90672,230098.98,111079,119019.98,79942,39077.98,.,.
FRATNP,2012,3,short,3,1,12740.71,37.05,42.59,6.97,6.96,5.8,13.85,24.09,48.8,98.88,139.79,290.15,377.05,450.86,562.27,639.68,768.09,1379.53,2198.55,5649.76,2789.99,2859.77,1990.46,869.31,.,.
FRATNP,2012,3,short,3,2,175712.03,20.7,77.06,96.87,97.2,131.55,174.29,304.76,517.16,1006.54,2100.02,4345.62,8246.92,13009.32,18214.49,18198.78,18658.16,23977.22,27472.79,39062.57,23656.6,15405.97,11901,3504.98,.,.
FRATNP,2012,3,short,3,3,2268.99,7.63,25.98,6.88,9.35,8.17,11.65,10.88,9.54,12.62,25.56,27.22,45.8,64.88,89.13,85.39,111.13,204.32,342.35,1170.5,479.52,690.98,451.95,239.03,.,.
FRATNP,2012,3,short,3,4,21571.82,70.79,54.67,19.71,16.26,25.61,40.42,43.48,57,82.19,148.27,209.02,389.6,658.1,964.37,1121.93,1288.1,2334.63,3767.94,10279.7,4586.07,5693.63,3659.52,2034.12,.,.
FRATNP,2012,3,short,3,5,24102.74,0,1.21,0,2.39,10.52,25.55,58.63,85.89,161.77,357.71,506.15,652.38,747.02,763.9,629.21,754.07,1553.02,3408.63,14384.7,5873.49,8511.2,5346.31,3164.9,.,.
FRATNP,2012,3,short,3,6,39464.24,88.34,58.12,30.07,35.02,60.5,85.46,103.63,127.27,159.26,230.06,362.56,514.86,729.03,1064.44,1224.41,1847.14,3974.1,7594.95,21175.03,10561.38,10613.65,7447.69,3165.96,.,.
FRATNP,2012,3,short,3,7,110974.49,21.83,14.18,9.28,12.88,27.96,59.21,91.41,152.22,309.61,623.24,1053.14,1741.61,2618.38,3711.37,4179.15,5420.67,10408.11,18826.75,61693.46,27213.07,34480.39,22158.45,12321.94,.,.
FRATNP,2012,3,short,3,8,35744.23,2.17,5.88,7,2.29,15.16,11.59,30.22,43.89,98.46,194.7,359.87,459.7,695.01,1072.1,1340.56,1843.65,3773.38,6888.7,18899.89,9127.41,9772.48,6798.67,2973.8,.,.
FRATNP,2012,3,short,3,9,9630.18,2.18,1.17,0,1.14,2.31,8.16,3.61,9.51,29.26,65.78,116.36,165.06,277.54,468.38,538.07,638.4,1040.04,1647.11,4616.11,2127.03,2489.08,1622.93,866.14,.,.
FRATNP,2012,3,short,3,10,17375.36,7.64,10.82,2.31,1.14,5.82,6.93,14.4,16.7,28.31,52.61,74.56,96.78,193.08,310.05,347.05,564.14,1251.15,2673.54,11718.33,4563.85,7154.47,4197.66,2956.81,.,.
FRATNP,2012,3,short,3,11,24702.37,0,11.9,4.66,7.06,10.45,10.36,14.54,17.74,30.38,75.98,173.99,317.64,588.96,1025.72,1197.43,1664.05,3117.39,4838.23,11595.89,5791,5804.9,3900.96,1903.94,.,.
FRATNP,2012,3,short,3,12,24998.66,2.19,4.66,3.45,4.63,4.66,16.05,14.35,72.61,157.84,404.32,788.56,1290.25,1777.27,2211.04,1818.73,1822.83,2500.67,3565.32,8539.21,4276.01,4263.2,2908.79,1354.42,.,.
FRATNP,2012,3,short,3,13,5707.42,0,1.17,3.49,2.39,2.31,4.62,4.85,9.48,20.69,27.87,40.01,67.1,113.55,171.54,233.23,348.52,599.3,1022.17,3035.14,1363.89,1671.25,1092.71,578.54,.,.
FRATNP,2012,3,short,3,14,9642.91,1.09,0,0,0,1.17,6.87,20.81,25.91,19.58,30.31,58.46,50.09,126.78,227.1,270.09,422.86,916.02,1865.11,5600.66,2618.75,2981.91,2014.61,967.3,.,.
FRATNP,2012,3,short,3,15,3295,2301.92,57.94,14.89,22.13,26.75,34.57,37.63,32.01,35.8,49.94,75.04,78.16,115.44,136.78,72.37,46.39,39.8,44.34,73.07,43.76,29.31,24.61,4.7,.,.
FRATNP,2012,3,short,3,16,41295.82,79.49,163.64,92.4,144.14,693.23,1241.41,1225.72,1259.28,1472.8,1982.85,2346.27,2387.99,2288.79,2136.33,1896.91,1877.8,2886.3,4515.49,12604.97,6007.19,6597.78,4425.67,2172.1,.,.
FRATNP,2013,3,short,3,0,558407.99,2710,532,355,350,916,1623,1889,2480,3595,6430,10500,16289,23843,32744,36285,38167,57370,88364,233965.99,109953,124012.99,88215,35797.99,.,.
FRATNP,2013,3,short,3,1,11904.37,28.34,33.7,9.47,9.41,18.93,15.57,26.99,46.26,66.77,148.7,271.65,330.54,363.98,529.59,569.96,691.25,1169.68,2065.44,5508.13,2672.97,2835.16,2062.37,772.79,.,.
FRATNP,2013,3,short,3,2,176947.25,15.8,96.3,120.58,87.06,111.96,172.3,301.86,548.3,968.78,2081.99,4261.2,7899.59,12935.36,17981.28,19752.41,18770.87,23164.69,27078.36,40598.56,23848.15,16750.42,13397.51,3352.91,.,.
FRATNP,2013,3,short,3,3,2280.06,9.06,19.27,9.53,4.6,2.36,8.39,11.08,8.49,12.02,14.11,30.2,42.05,62.48,77.27,100.15,110.31,219.76,340.36,1198.56,493.83,704.73,475.21,229.51,.,.
FRATNP,2013,3,short,3,4,21756.2,66.55,36.09,17.72,24.67,15.37,29.89,39.36,35.69,91.11,114.29,266.75,400.43,580.14,958.11,1107.16,1384.75,2213.31,3697.9,10676.92,4744.41,5932.51,4092.25,1840.26,.,.
FRATNP,2013,3,short,3,5,24977.91,0,0,1.15,1.15,7.16,22.77,53.11,84.58,153.3,296.25,504.55,634.93,691.32,837.23,719.74,793.9,1579,3469.97,15127.81,6005.03,9122.79,6056.03,3066.75,.,.
FRATNP,2013,3,short,3,6,39077.63,107.05,66.17,41.26,39.93,54.1,84.91,81.24,117.2,144.69,257.3,323.44,557.21,678.41,990.52,1272.73,1788.95,3841.47,7410.87,21220.17,10515.28,10704.89,8011.01,2693.88,.,.
FRATNP,2013,3,short,3,7,110460.91,24.75,20.45,6.98,7.05,36.53,44.22,98.39,125.87,297.06,622.72,1057.82,1648.47,2522.71,3687.62,4469.01,5424.28,9800.29,17995.8,62570.87,26625.97,35944.91,24602.76,11342.14,.,.
FRATNP,2013,3,short,3,8,35289.04,1.15,8.43,3.52,9.46,11.81,7.18,22.24,59.82,87.21,193.5,318.38,466.19,694.87,1042.18,1404.56,1878.33,3621.31,6611.07,18847.83,8902.08,9945.75,7268.74,2677,.,.
FRATNP,2013,3,short,3,9,9577.32,1.15,0,0,1.2,3.53,1.19,11.12,13.73,25.7,71.82,80.21,163.17,302.06,447.16,544.16,583.85,915.79,1595.84,4815.65,2204.79,2610.85,1841.79,769.07,.,.
FRATNP,2013,3,short,3,10,16839.93,18.13,6.01,7.16,3.6,9.52,9.61,18.4,12.47,29.3,39.33,87.32,132.11,213.9,342.83,409.57,541.46,1224.87,2552.73,11181.6,4196.94,6984.66,4465.36,2519.3,.,.
FRATNP,2013,3,short,3,11,24277.1,3.4,6.01,4.61,9.46,11.85,15.54,23.37,26.93,30.54,101.38,142.07,308.07,576.85,1030.85,1269.59,1640.65,2950.87,4605.11,11519.94,5560.89,5959.05,4206.05,1753,.,.
FRATNP,2013,3,short,3,12,25045.43,6.81,7.23,5.89,6.01,15.24,19.13,44.33,69.4,146.18,368.53,726.78,1205.7,1662.53,2071.1,1990.56,1834.1,2401.03,3595.61,8869.29,4343.15,4526.14,3246.02,1280.12,.,.
FRATNP,2013,3,short,3,13,5913.99,0,3.61,2.37,2.35,3.59,5.95,8.63,13.55,10.72,35.19,54.59,65.88,120.54,166.62,246.28,305.82,628.04,1129.34,3110.9,1385.43,1725.48,1188.33,537.15,.,.
FRATNP,2013,3,short,3,14,9779.71,0,1.21,1.21,1.15,1.2,2.37,12.14,23.76,25.09,30.47,38.17,57.82,114.23,202.18,343.34,450.99,888.79,1837.34,5748.24,2588.94,3159.3,2293.16,866.14,.,.
FRATNP,2013,3,short,3,15,3486.66,2355.21,78.25,25.97,26.07,21.13,39.48,36.98,38.67,39.83,58.29,80.21,103.25,129.61,148.79,79.17,48.07,50.07,47.1,80.51,50.78,29.74,22.55,7.18,.,.
FRATNP,2013,3,short,3,16,40794.46,72.62,149.26,97.58,116.84,591.72,1144.52,1099.75,1255.27,1466.71,1996.12,2256.63,2273.58,2193.99,2230.67,2006.59,1919.42,2701.03,4331.16,12891,5814.36,7076.64,4985.85,2090.79,.,.
FRATNP,2014,3,short,3,0,547003,2598,491,323,332,884,1461,1927,2452,3460,6022,10058,15664,22988,31922,37737,37028,54722,85084,231850,106350,125500,91982,33518,.,.
FRATNP,2014,3,short,3,1,11283.71,22.95,29.6,9.98,3.41,19.19,16.89,31.39,28.7,72.27,133.49,213.36,304.54,345.76,475.49,608.01,615.85,1062.62,1885.66,5404.55,2582.17,2822.39,2187.47,634.91,.,.
FRATNP,2014,3,short,3,2,178518.39,21.85,85.23,120.57,99.74,111.87,207.55,339.12,517.6,1028.93,2071.77,4161.41,7789.03,12623.24,17970.01,20735.68,18680.63,22777.19,27346.15,41830.82,24032.62,17798.19,14449.64,3348.55,.,.
FRATNP,2014,3,short,3,3,2192.79,13.1,17.69,3.33,3.41,4.52,10.89,14.48,10.68,13.07,16.32,32.91,27.86,44.12,79.64,76.71,99.23,190.57,326.32,1207.94,513.8,694.15,492.77,201.38,.,.
FRATNP,2014,3,short,3,4,20670.37,57.86,35.62,25.47,16.97,22.58,29.01,36.22,50.86,67.73,133.49,232.68,301.27,588.41,889.15,1181.6,1327.7,2079.18,3468.35,10126.21,4390.53,5735.69,3945.21,1790.48,.,.
FRATNP,2014,3,short,3,5,24634.98,0,3.61,1.12,2.27,3.37,13.25,44.68,83.99,159.68,269.14,451.73,572.46,697.62,751.25,704.37,701.06,1467.53,3335.29,15372.55,6029.15,9343.41,6487.68,2855.72,.,.
FRATNP,2014,3,short,3,6,37676.2,104.8,46.37,42.05,32.81,49.74,62.71,100.2,110.02,142.67,238.75,346.68,469.56,651.32,1023,1401.16,1712.74,3585.75,6954.59,20601.3,9729.11,10872.19,8376.68,2495.51,.,.
FRATNP,2014,3,short,3,7,107522.3,28.4,29.23,12.19,4.53,33.92,68.77,76.06,161.96,264.93,538.46,1043.51,1535.02,2447.03,3587.62,4663.16,5090.82,8972.35,16936.45,62027.89,25587.26,36440.63,25750.56,10690.07,.,.
FRATNP,2014,3,short,3,8,33970.54,5.46,7.09,9.93,6.81,5.64,13.29,27.77,55.04,78.12,193.58,305.22,473.39,663.22,935.98,1402.05,1713.82,3341.19,6081.51,18651.44,8550.91,10100.53,7558.17,2542.36,.,.
FRATNP,2014,3,short,3,9,9269.59,2.19,0,0,0,0,6.04,14.49,16.75,27.58,55.77,83.59,150.09,304.69,424.14,577.15,608.31,871.73,1528.73,4598.34,2028.33,2570.01,1893.44,676.57,.,.
FRATNP,2014,3,short,3,10,14683.38,14.2,8.24,0,1.14,4.52,3.62,7.24,12.93,25.2,42.6,78.32,112.67,172.44,301.26,392.21,453,1003.27,2191.64,9858.88,3656.72,6202.15,4071.28,2130.87,.,.
FRATNP,2014,3,short,3,11,23704.41,5.46,5.98,7.77,2.27,11.3,18.13,19.31,26.1,38.41,86.01,144.26,302.4,536.78,939.07,1343.01,1700.9,2704.75,4543.65,11268.87,5315.89,5952.98,4383.52,1569.46,.,.
FRATNP,2014,3,short,3,12,24667.77,4.37,4.72,3.33,3.4,5.64,14.48,33.79,61.11,155.93,321.33,696.73,1224.13,1534.66,2014.19,2033.54,1740.8,2446.87,3473.88,8894.87,4100,4794.87,3531.9,1262.97,.,.
FRATNP,2014,3,short,3,13,5589.45,0,1.2,1.09,3.41,1.12,2.41,6.03,14.02,11.91,18.6,52.34,63.66,93.72,151.41,224.56,273.95,585.88,1014.37,3069.76,1390.76,1679.01,1216.38,462.63,.,.
FRATNP,2014,3,short,3,14,9994.83,1.09,0,0,0,0,3.62,16.88,19.79,31.78,25.95,39.85,80.19,120.43,208.27,314.25,450.84,898.99,1789,5993.92,2699.85,3294.08,2423.34,870.74,.,.
FRATNP,2014,3,short,3,15,3263.78,2250.75,59.98,26.54,23.83,19.18,19.33,22.94,50.74,46.78,57.39,60.05,82.37,123.36,130.65,93.88,42.06,33.38,51.89,68.67,37.14,31.52,29.14,2.39,.,.
FRATNP,2014,3,short,3,16,39360.5,65.52,156.43,59.66,128.01,591.4,971.01,1136.38,1231.73,1295.01,1819.34,2115.37,2175.36,2041.19,2040.88,1985.67,1816.29,2700.74,4156.52,12873.97,5705.75,7168.22,5184.84,1983.38,.,.
FRATNP,2015,3,short,3,0,581770.01,2655,504,321,373,1019,1491,1853,2467,3427,6110,10031,15646,23440,31967,40879,38701,56077,88256,256553.01,113234,143319.01,102384,40935.01,.,.
FRATNP,2015,3,short,3,1,12079.74,42.85,25.82,2.27,5.88,11.94,21.12,18.54,42.9,53.32,109.05,204.15,309.24,360.25,452.6,610.41,629.17,1112.71,1987.46,6080.03,2748.46,3331.57,2463.47,868.1,.,.
FRATNP,2015,3,short,3,2,181878.57,18.21,91.52,122.51,102.76,136.21,199.45,304.29,585.74,1004.62,2038.41,4054.16,7510.31,12617.22,17536.37,22112.8,19244.42,22832.11,27386.33,43981.15,24914.48,19066.67,15117.84,3948.83,.,.
FRATNP,2015,3,short,3,3,2375.46,11.77,16.35,12.48,3.4,13.32,12.38,9.92,14.75,8.68,11.48,29.71,42.51,61.7,66.34,97.46,117.25,178.63,346.21,1321.14,501.57,819.57,555.74,263.83,.,.
FRATNP,2015,3,short,3,4,23023.86,48.3,31.81,21.55,18.64,18.03,28.56,33.4,58.86,76.04,145.34,235.83,385.85,640.02,864.35,1327.19,1390.77,2158.79,3815.45,11725.08,4931.46,6793.63,4609.19,2184.43,.,.
FRATNP,2015,3,short,3,5,27966.76,0,2.4,0,0,3.56,16.03,44.64,98.37,168.28,277.44,425.87,595.82,698.15,765.52,834.81,764.83,1687.39,3795.7,17787.94,6571.6,11216.34,7764.79,3451.55,.,.
FRATNP,2015,3,short,3,6,41341.66,89.12,56.28,24.94,36.85,51.6,86.57,76.79,111.7,145.7,227.72,383.19,494.28,729.37,998.35,1595.46,1921.47,3848.18,7268.47,23195.62,10440.13,12755.5,9408.79,3346.71,.,.
FRATNP,2015,3,short,3,7,113075.86,35.47,17.7,14.75,17.36,29.97,55.64,60.64,154.87,241.99,612.65,998.34,1704.29,2396.7,3699.63,4990.02,5327.28,9101.77,17185.86,66430.92,26419.61,40011.31,27554.3,12457.01,.,.
FRATNP,2015,3,short,3,8,34698.26,11.75,5.88,3.4,3.47,11.83,13.59,33.42,41.73,82.51,172.55,328.83,452.08,683.04,978.62,1354.08,1740.25,3209.1,6201.35,19370.75,8570.28,10800.48,7890.54,2909.94,.,.
FRATNP,2015,3,short,3,9,9612.41,4.32,2.29,0,2.27,1.26,6.19,6.17,9.83,23.52,64.06,110.6,134.22,298.94,416.35,636.07,632.02,840.89,1552.44,4870.97,2066.53,2804.44,1992.97,811.47,.,.
FRATNP,2015,3,short,3,10,19308.19,16.12,15.2,2.27,8.15,4.71,6.19,9.87,14.73,28.12,38.69,78.9,100.21,225.25,334.96,501.5,591.34,1225.21,2745.31,13361.45,4791.32,8570.13,5644.19,2925.94,.,.
FRATNP,2015,3,short,3,11,27233.58,7.55,9.48,5.67,5.81,19.29,13.67,27.2,27.02,44.88,79.24,154.57,325.3,603.12,1050.72,1555.57,1797.57,2975.92,4868.82,13662.19,6171.31,7490.87,5307.77,2183.11,.,.
FRATNP,2015,3,short,3,12,25875.63,32.2,4.69,5.67,4.61,8.27,11.13,38.43,65,137.57,370.93,675.33,1114.66,1601.22,2133.46,2242.09,1718.4,2456.35,3489.66,9765.97,4451.73,5314.24,3890.75,1423.49,.,.
FRATNP,2015,3,short,3,13,6049.83,0,3.49,2.27,2.41,4.82,2.46,12.33,7.35,15.91,34.9,60.44,91.49,125.61,187.84,286.57,328.19,549,1025.71,3309.05,1430.95,1878.1,1300.5,577.6,.,.
FRATNP,2015,3,short,3,14,10931.67,5.36,2.29,0,0,3.56,4.98,7.4,23.28,26.8,30.92,45.51,75.21,115.78,214.34,347.41,464.59,931.83,1909.87,6722.54,2811.55,3910.98,2848.57,1062.42,.,.
FRATNP,2015,3,short,3,15,3484.57,2275.17,68.98,22.68,29.27,31.94,38.48,32.21,37.95,45.53,54.8,64.42,110.36,127.78,143.29,101.63,61.33,59.23,65.79,113.74,60.26,53.48,41.55,11.93,.,.
FRATNP,2015,3,short,3,16,42833.95,56.81,149.83,80.54,132.11,668.67,974.56,1137.75,1172.92,1323.54,1841.83,2181.12,2200.19,2155.85,2124.25,2285.91,1972.14,2909.89,4611.57,14854.47,6352.77,8501.7,5993.05,2508.65,.,.
